分析報告開始,分析報告結束,廣告組合名稱,廣告組合投遞,曝光次數,觸及人數,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",廣告組合預算,廣告組合預算類型,點擊次數（全部）,CTR（全部）,粉絲專頁互動,開始,結束時間
2024-03-16,2026-05-29,30-65/台中/台中高總再行銷(0205調,inactive,3688,1279,1,,4,944.5,actions:leadgen.other,3778,200,每日,158,4.284165,716,2026-01-26,進行中
2024-03-16,2026-05-29,30-65/豐原后里潭子/製造業/科技業/自營商/露營,inactive,1293,1011,,,,,,945,300,每日,46,3.557618,260,2026-01-26,進行中
2024-03-16,2026-05-29,28-55/北屯北區潭子/餐飲創辦人(0131調區域,inactive,2081,1305,,,,,,1177,300,每日,60,2.883229,67,2026-01-29,進行中
2024-03-16,2026-05-29,30-60/勤美水湳歌劇院/活動策展人(0204區域調整,inactive,3524,2068,,,2,1066,actions:leadgen.other,2132,300,每日,127,3.603859,240,2026-01-29,進行中
2024-03-16,2026-05-29,"25-55/74沿線/汽車 美容 鍍膜類(0204大調",inactive,3676,2421,,,1,2147,actions:leadgen.other,2147,300,每日,139,3.781284,101,2026-01-29,進行中
2024-03-16,2026-05-29,32-65/豐原潭子中科/台積電/雙薪家庭/理財/旅遊,inactive,8351,4924,,,9,621.88888889,actions:leadgen.other,5597,250,每日,336,4.02347,1860,2026-02-05,進行中
2024-03-16,2026-05-29,35-60/豐原后里/質感高收客群,inactive,834,544,,,,,,642,250,每日,19,2.278177,169,2026-02-09,進行中
2024-03-16,2026-05-29,"30-60 / 北屯南屯東區 / 自媒體經營",inactive,5319,2847,,,3,1247,actions:leadgen.other,3741,250,每日,195,3.666103,725,2026-02-09,進行中
2024-03-16,2026-05-29,"27-60 / 西屯北屯北區 / 雙薪首購族(0220調整區域",inactive,6430,3122,1,,3,1362,actions:leadgen.other,4086,250,每日,237,3.685848,446,2026-02-11,進行中
2024-03-16,2026-05-29,"30-55 / 西屯大雅 / 重生活品質(0312調區域",inactive,8936,5061,,,10,639.5,actions:leadgen.other,6395,200,每日,357,3.995076,2549,2026-02-20,進行中
2024-03-16,2026-05-29,33-60/北屯潭子/換屋父母,inactive,4102,2750,,,1,2130,actions:leadgen.other,2130,3000,總經費,211,5.143832,1195,2025-11-20,2025-11-30
2024-03-16,2026-05-29,30-50/水湳北屯/生技醫學/電子工程/商管/大學教授,inactive,2612,1430,,,1,1429,actions:leadgen.other,1429,3000,總經費,64,2.45023,59,2025-11-20,2025-11-30
2024-03-16,2026-05-29,25-60/台中再行銷,inactive,2204,1501,,,1,1264,actions:leadgen.other,1264,3000,總經費,106,4.809437,409,2025-11-20,2025-11-30
2024-03-16,2026-05-29,30-60/潭子太原/成家+幼兒教育興趣,inactive,1587,1076,,,1,1481,actions:leadgen.other,1481,3000,總經費,50,3.150599,225,2025-11-24,2025-12-03
2024-03-16,2026-05-29,35-60/74沿線/自營商/質感退休生活,inactive,1251,948,,,,,,1028,3000,總經費,69,5.515588,338,2025-11-28,2025-12-08
2024-03-16,2026-05-29,30-60/西屯北屯/精品/社交名流,inactive,1435,1127,,,,,,882,3000,總經費,59,4.111498,406,2025-11-28,2025-12-08
2024-03-16,2026-05-29,30-60/74沿線/財經/愛馬仕,inactive,940,736,,,1,917,actions:leadgen.other,917,3000,總經費,28,2.978723,192,2025-12-01,2025-12-10
2024-03-16,2026-05-29,30-60/西屯北屯/企業/基金,inactive,742,627,,,,,,654,3000,總經費,14,1.886792,96,2025-12-01,2025-12-11
2024-03-16,2026-05-29,30-60/潭子豐原中清路/民俗傳統信仰,inactive,1311,1097,,,,,,753,3000,總經費,58,4.424104,371,2025-12-03,2025-12-11
2024-03-16,2026-05-29,30-60/潭子豐原中清靜宜/倉儲製造,inactive,1499,1260,,,,,,835,3000,總經費,74,4.936624,468,2025-12-03,2025-12-11
2024-03-16,2026-05-29,30-60/北區東區州際/出國跑咖興趣(1208調整,inactive,4048,2900,,,2,1309,actions:leadgen.other,2618,3000,總經費,174,4.298419,1222,2025-12-03,2025-12-11
2024-03-16,2026-05-29,28-50/東區北區/年輕買房,inactive,4250,2193,,,2,1302,actions:leadgen.other,2604,250,每日,112,2.635294,413,2026-02-24,進行中
2024-03-16,2026-05-29,35-60/豐原潭子北屯/長輩置產/運動休閒(0303改投放地區,inactive,2975,1328,,,2,1056,actions:leadgen.other,2112,250,每日,80,2.689076,472,2026-02-24,進行中
2024-03-16,2026-05-29,35-55/西屯北區潭子/醫療業務/運動(0303調整投放地區,inactive,2316,1842,,,1,1468,actions:leadgen.other,1468,250,每日,92,3.972366,500,2026-02-24,進行中
2024-03-16,2026-05-29,28-60/西屯北屯北區/國外旅遊,inactive,1230,762,,,,,,983,250,每日,36,2.926829,134,2026-02-28,進行中
2024-03-16,2026-05-29,30-55/中科+北台中/科技業/智慧居家(0310調區域,inactive,3376,1658,,,1,2191,actions:leadgen.other,2191,250,每日,72,2.132701,316,2026-03-04,進行中
2024-03-16,2026-05-29,28-55/中科北屯/軍公教(0312調區域,inactive,3310,1522,,,2,1132,actions:leadgen.other,2264,250,每日,93,2.809668,117,2026-03-04,進行中
2024-03-16,2026-05-29,30-55/北屯東區北區/科技/投資/親子教育,inactive,2306,1286,,,,,,1280,250,每日,45,1.951431,178,2026-03-06,進行中
2024-03-16,2026-05-29,28-55/北屯東區/教職員/文學/傳統家庭(鎖IG+影片版位),inactive,3028,1764,,,,,,1747,200,每日,104,3.43461,348,2026-03-11,進行中
2024-03-16,2026-05-29,35-65/豐原+頭家國小/自營商/食品業(排除IG),inactive,4406,2616,,,1,2743,actions:leadgen.other,2743,200,每日,163,3.699501,691,2026-03-11,進行中
2024-03-16,2026-05-29,30-60/西屯北屯/企業主/高現金流,inactive,6952,3397,,,7,565.71428571,actions:leadgen.other,3960,200,每日,245,3.524166,1438,2026-03-13,進行中
2024-03-16,2026-05-29,"28-55 / 南屯西屯 / 成家理財興趣0411調",inactive,7272,3623,,,5,979.8,actions:leadgen.other,4899,300,每日,338,4.647965,1179,2026-04-05,進行中
2024-03-16,2026-05-29,"30-60 / 西屯北屯 /製造業/樂高/桌遊",inactive,1082,778,,,,,,830,250,每日,37,3.419593,172,2026-04-30,進行中
2024-03-16,2026-05-29,"28-50 / 潭子洲際中清 /年輕人興趣/上班族/工程師",inactive,1223,751,,,,,,820,250,每日,39,3.18888,133,2026-04-30,進行中
2024-03-16,2026-05-29,30-60/北屯建案再行銷,inactive,1061,619,,,,,,791,3000,總經費,61,5.749293,270,2025-12-02,2025-12-13
2024-03-16,2026-05-29,30-60/西屯北屯西區梧棲/自營商,inactive,1937,1567,,,3,577,actions:leadgen.other,1731,3000,總經費,85,4.388229,651,2025-12-05,2025-12-15
2024-03-16,2026-05-29,30-60/西屯北屯/軍公教(1208調整,inactive,2293,1620,,,,,,1766,3000,總經費,69,3.009158,466,2025-12-05,2025-12-15
2024-03-16,2026-05-29,30-60/西屯北屯烏日后里/科技業,inactive,1617,1232,,,,,,1153,3000,總經費,57,3.525046,371,2025-12-05,2025-12-15
2024-03-16,2026-05-29,28-55/北屯西屯/上班族(1212調整,inactive,1630,1330,,,1,1023,actions:leadgen.other,1023,2500,總經費,67,4.110429,386,2025-12-08,2025-12-20
2024-03-16,2026-05-29,28-55/西屯西區北區/服務業/休閒生活(1212調整,inactive,1607,1366,,,,,,1009,2500,總經費,50,3.111388,447,2025-12-08,2025-12-20
2024-03-16,2026-05-29,30-55/西屯北屯東區/高消費族群,inactive,832,760,,,,,,684,3000,總經費,51,6.129808,308,2025-12-08,2025-12-28
2024-03-16,2026-05-29,28-60/西屯北區北屯/教師/公務員/醫療人員(1212調整,inactive,1402,1095,,,,,,926,2500,總經費,66,4.707561,411,2025-12-10,2025-12-20
2024-03-16,2026-05-29,30-60/西屯北屯/換屋族(1215調整,inactive,1261,975,,,,,,1344,3000,總經費,69,5.471848,341,2025-12-14,2025-12-24
2024-03-16,2026-05-29,"28-65 /南屯大里/ 五金傳產+政治(1215調整",inactive,1424,1169,,,1,1161,actions:leadgen.other,1161,3000,總經費,43,3.019663,339,2025-12-14,2025-12-24
2024-03-16,2026-05-29,30-56/嶺東大慶豐樂公園/律師/診所/教育/科技/量販店,inactive,4174,2776,1,,4,683.75,actions:leadgen.other,2735,3000,總經費,182,4.360326,1199,2025-12-14,2025-12-24
2024-03-16,2026-05-29,35-65/沙鹿大肚烏日彰化/收租/退休教授/醫師/投資興趣,inactive,1464,1044,,,,,,1181,3000,總經費,62,4.234973,470,2025-12-14,2025-12-24
2024-03-16,2026-05-29,30-55/西屯北屯南屯/企業管理/中小企業主,inactive,751,650,,,,,,689,3000,總經費,36,4.793609,212,2025-12-17,2025-12-28
2024-03-16,2026-05-29,28-55/西屯西區大里/3C科技/智慧生活,inactive,2691,2038,1,,2,916,actions:leadgen.other,1832,3000,總經費,106,3.939056,792,2025-12-17,2025-12-28
2024-03-16,2026-05-29,"28-60/台中/2024-2025 北屯2000萬換屋客群名單",inactive,1548,623,,,,,,1582,2000,總經費,57,3.682171,402,2025-12-19,2025-12-29
2024-03-16,2026-05-29,28-55/74沿線/通勤/傳產/零售,inactive,1764,1414,,,,,,1393,3000,總經費,104,5.895692,536,2025-12-19,2025-12-29
2024-03-16,2026-05-29,30-60/豐原后科潭子/投資置產/科技業/名車,inactive,3716,2700,1,,1,1763,actions:leadgen.other,1763,2250,總經費,185,4.978471,1115,2025-12-23,2025-12-31
2024-03-16,2026-05-29,32-60/南屯西屯烏日/精品化妝品/進口代理商/投資興趣,inactive,1309,1051,,,,,,897,2250,總經費,82,6.264324,448,2025-12-23,2025-12-31
2024-03-16,2026-05-29,"35-60/北台中+沙鹿/ 運輸加工出口貿易/換屋",inactive,2656,2036,,,1,1855,actions:leadgen.other,1855,2250,總經費,140,5.271084,874,2025-12-23,2025-12-31
2024-03-16,2026-05-29,27-50/西屯南屯/小家庭自營商(1231換區域,inactive,5351,3667,,,3,935.66666667,actions:leadgen.other,2807,2850,總經費,257,4.802841,1528,2025-12-26,2026-01-05
2024-03-16,2026-05-29,30-60/西屯南屯/投資顧問/外語/留學,inactive,2977,2093,,,1,2062,actions:leadgen.other,2062,2100,總經費,140,4.702721,660,2025-12-29,2026-01-05
2024-03-16,2026-05-29,30-60/純北屯+少量潭子/家庭換屋（0103調,inactive,2934,1723,,,,,,2052,2100,總經費,96,3.271984,365,2025-12-29,2026-01-05
2024-03-16,2026-05-29,35-60/西屯南屯南區/包租公/租賃管理族,inactive,78,60,,,,,,28,1000,總經費,2,2.564103,9,2026-01-05,2026-01-09
2024-03-16,2026-05-29,30-55/西屯北屯/高爾夫/精品/運動,inactive,31,25,,,,,,13,1000,總經費,2,6.451613,4,2026-01-05,2026-01-09
2024-03-16,2026-05-29,35-55/西屯西區南區/政治/社會議題/投資,inactive,21,20,,,,,,11,1000,總經費,2,9.52381,7,2026-01-05,2026-01-09
2024-03-16,2026-05-29,"202509_景立方_名單1510-高效速成-潭子 廣告組合",not_delivering,14894,7794,4,,7,583.42857143,actions:leadgen.other,4084,300,每日,651,4.370888,210,2025-10-02,進行中
2024-03-16,2026-05-29,"202511_景立方_名單1510-高效速成-大台中出國旅遊 廣告組合",not_delivering,5255,2784,,,3,735.66666667,actions:leadgen.other,2207,300,每日,230,4.376784,728,2025-11-24,進行中
2024-03-16,2026-05-29,"202511_景立方_名單1510-高效速成-北屯潭子豐原-美甲美髮相關 廣告組合",not_delivering,3469,2450,1,,1,1106,actions:leadgen.other,1106,300,每日,147,4.237532,140,2025-11-24,進行中
2024-03-16,2026-05-29,"202511_景立方_名單1510-高效速成-北屯大坑豐原/貴婦/投資/享受生活 廣告組合",not_delivering,2157,1509,,,1,927,actions:leadgen.other,927,300,每日,57,2.642559,273,2025-11-28,進行中
2024-03-16,2026-05-29,"202511_景立方_名單1510-高效速成-西屯北屯/科技3C迷 廣告組合",not_delivering,2459,1684,,,1,972,actions:leadgen.other,972,300,每日,84,3.416023,282,2025-11-28,進行中
2024-03-16,2026-05-29,"202512_景立方_名單1510-高效速成-大雅豐原太原/汽車/野餐(1203調區域 廣告組合",not_delivering,2918,2011,,,1,1137,actions:leadgen.other,1137,300,每日,116,3.975326,164,2025-12-01,進行中
2024-03-16,2026-05-29,"202512_景立方_名單1510-高效速成-中科豐原潭子/個人護理/休閒(1208換區域 廣告組合",not_delivering,9203,5911,4,1,3,861,actions:leadgen.other,2583,250,每日,344,3.737912,322,2025-12-01,進行中
2024-03-16,2026-05-29,"202512_景立方_名單1510-高效速成-大台中/上班族/通勤者 廣告組合",not_delivering,1858,1784,,,,,,536,300,每日,59,3.175457,161,2025-12-01,進行中
2024-03-16,2026-05-29,"202512_景立方_名單1510-高效速成-西屯潭子大里/醫療業(1208換區域 廣告組合",not_delivering,3097,2442,,,1,1276,actions:leadgen.other,1276,250,每日,92,2.970617,181,2025-12-05,進行中
2024-03-16,2026-05-29,"202512_景立方_名單1510-高效速成-豐原潭子北屯/金融保險銀行 廣告組合",not_delivering,2658,2003,,,,,,842,250,每日,116,4.364184,87,2025-12-08,進行中
2024-03-16,2026-05-29,"202512_景立方_名單1510-高效速成-潭子北屯太平/子女置產 廣告組合",not_delivering,9604,3815,4,,10,522.8,actions:leadgen.other,5228,250,每日,415,4.321116,1120,2025-12-10,進行中
2024-03-16,2026-05-29,28-55/北屯豐原/文藝興趣/品味生活族(0105換區域,inactive,10456,6331,,1,3,1712.33333333,actions:leadgen.other,5137,5750,總經費,513,4.906274,2340,2025-12-26,2026-03-13
2024-03-16,2026-05-29,"202512_景立方_名單_1510-高效速成(0112+排除) 廣告組合",not_delivering,10128,3914,2,,9,527.11111111,actions:leadgen.other,4744,250,每日,483,4.768957,543,2025-12-31,進行中
2024-03-16,2026-05-29,"30-60 / 南台中 / 科技置產男(跑下午3-1點)",inactive,1329,914,1,,,,,702,2500,總經費,64,4.815651,272,2026-01-12,2026-01-23
2024-03-16,2026-05-29,"33-65 / 靜宜大雅中清 / 家庭興趣(跑10-1點",inactive,8498,4382,,,7,783.28571429,actions:leadgen.other,5483,6000,總經費,377,4.436338,658,2026-01-12,2026-02-23
2024-03-16,2026-05-29,"30-60 / 中科七期后科 / 工程師+能源相關(12-1點）",inactive,1782,1229,,,,,,1226,2500,總經費,79,4.433221,302,2026-01-14,2026-01-25
2024-03-16,2026-05-29,"30-55/ 文心崇德/ 純買房興趣",inactive,1297,914,,,,,,1428,2500,總經費,33,2.544333,160,2026-01-19,2026-01-30
2024-03-16,2026-05-29,"202601_景立方_名單_1510_北屯再行銷(12-1點) 廣告組合",not_delivering,2215,814,,,1,1150,actions:leadgen.other,1150,2500,總經費,65,2.934537,15,2026-01-19,2026-01-30
2024-03-16,2026-05-29,"202601_景立方_名單_1510_西屯北區/電競/主機玩家(0126調整投放地區 廣告組合",not_delivering,6274,2616,,,3,696.66666667,actions:leadgen.other,2090,2550,總經費,204,3.251514,59,2026-01-23,2026-01-31
2024-03-16,2026-05-29,"33-65 / 北屯中科潭子 / 家庭興趣(跑10-1點",inactive,2070,1384,,,,,,1082,2850,總經費,79,3.816425,46,2026-01-26,2026-02-04
2024-03-16,2026-05-29,"27-55 / 十期 / 新婚成家教育(0322",inactive,1828,1216,,,,,,1204,200,每日,68,3.719912,509,2026-03-18,2026-04-18
2024-03-16,2026-05-29,28-60/逢甲中科中科/科技/傳產/成家,inactive,4524,1485,,,1,1467,actions:leadgen.other,1467,200,每日,62,1.370469,417,2026-03-24,2026-04-18
2024-03-16,2026-05-29,"33-65 / 北屯洲際 / 在地傳產父母 - 複本",not_delivering,4253,2808,,,,,,590,2500,總經費,62,1.457795,267,2026-04-08,2026-04-30
2024-03-16,2026-05-29,35-55/十期西屯/科技業興趣,not_delivering,3414,2090,,,,,,560,2500,總經費,50,1.464558,208,2026-04-09,2026-04-30
2024-03-16,2026-05-29,"30-50 / 北屯松竹 / 投資換屋",inactive,2694,1670,,,1,1109,actions:leadgen.other,1109,200,每日,69,2.561247,125,2026-03-12,進行中
2024-03-16,2026-05-29,"28-45 / 北屯洲際 / 自營商家庭",inactive,7328,3927,1,1,3,849.66666667,actions:leadgen.other,2549,300,每日,132,1.80131,174,2026-03-12,進行中
2024-03-16,2026-05-29,30-65/北屯潭子水湳/成家興趣/公務員,inactive,2311,1491,,,,,,841,200,每日,52,2.250108,119,2026-03-12,進行中
2024-03-16,2026-05-29,"28-50 / 松竹 / 房地產",inactive,2549,1953,,,,,,1210,300,每日,35,1.373087,122,2026-03-25,進行中
2024-03-16,2026-05-29,"28-50 / 北屯潭子 / 股票精品",inactive,1906,1440,,,,,,937,300,每日,26,1.364113,171,2026-03-27,進行中
2024-03-16,2026-05-29,"27-55 / 十期 / 591房產/上班族",inactive,2240,1641,,,,,,935,300,每日,28,1.25,60,2026-03-27,進行中
2024-03-16,2026-05-29,"27-55 / 北屯潭子/ 年輕人興趣",inactive,4932,3164,,,2,1115,actions:leadgen.other,2230,200,每日,62,1.257097,112,2026-03-27,進行中
2024-03-16,2026-05-29,"30-50 / 北屯洲際 /  自由業",inactive,1558,1194,,,,,,589,300,每日,25,1.604621,90,2026-03-30,進行中
2024-03-16,2026-05-29,"30-50 / 太原洲際 /  金融房產",inactive,1526,1243,,,,,,601,300,每日,24,1.572739,68,2026-03-30,進行中
2024-03-16,2026-05-29,"30-50 / 北屯潭子 /  旅遊房產",inactive,1323,1091,,,,,,570,300,每日,13,0.982615,55,2026-03-30,進行中
2024-03-16,2026-05-29,28-60/北屯好市多+3/房地產591,inactive,5708,3391,,1,4,479.75,actions:leadgen.other,1919,使用行銷活動預算,0,83,1.4541,45,2026-03-31,進行中
2024-03-16,2026-05-29,35-65/北屯好市多+3/儲蓄保險股票(0407+太原,not_delivering,3615,2525,,,2,740,actions:leadgen.other,1480,使用行銷活動預算,0,56,1.549101,43,2026-03-31,進行中
2024-03-16,2026-05-29,小艾中部2000以下網站訪客_180天_網頁瀏覽,inactive,738,506,,,,,,567,使用行銷活動預算,0,24,3.252033,12,2026-03-31,進行中
2024-03-16,2026-05-29,35-65/北屯好市多+3/純股票科技(0407+太原,not_delivering,1267,926,,,,,,413,使用行銷活動預算,0,15,1.183899,10,2026-04-01,進行中
2024-03-16,2026-05-29,28-60/北屯潭子+3/房地產591,inactive,1552,1262,1,,,,,584,使用行銷活動預算,0,20,1.28866,8,2026-04-01,進行中
2024-03-16,2026-05-29,28-60/北屯潭子+3/房地產+父母,not_delivering,3686,2584,,,2,651.5,actions:leadgen.other,1303,使用行銷活動預算,0,67,1.817689,42,2026-04-01,進行中
2024-03-16,2026-05-29,小艾中部2000以上網站訪客_180天_網頁瀏覽,not_delivering,67,56,,,,,,35,使用行銷活動預算,0,3,4.477612,2,2026-04-01,進行中
2024-03-16,2026-05-29,28-55/北屯潭子+3/房地產+運動,inactive,572,497,,,,,,172,使用行銷活動預算,0,4,0.699301,5,2026-04-02,進行中
2024-03-16,2026-05-29,35-64/彰化/房地產591(0404調,not_delivering,5196,3279,,,2,815.5,actions:leadgen.other,1631,使用行銷活動預算,0,79,1.5204,67,2026-04-02,進行中
2024-03-16,2026-05-29,28-60/北屯潭子+3/房地產+股票,not_delivering,734,595,,,,,,278,使用行銷活動預算,0,12,1.634877,7,2026-04-04,進行中
2024-03-16,2026-05-29,"33-60/北屯好市多+3/房地產591 V2",not_delivering,1559,1122,,,2,291.5,actions:leadgen.other,583,使用行銷活動預算,0,26,1.667736,16,2026-04-07,進行中
2024-03-16,2026-05-29,"33-65 / 北屯洲際 / 在地傳產父母",inactive,1,1,,,,,,0,3000,總經費,0,0,,2026-04-08,2026-05-08
2024-03-16,2026-05-29,"27-55 / 北屯潭子 / 年輕人興趣",inactive,1015,751,,,,,,650,300,每日,13,1.280788,12,2026-04-14,進行中
2024-03-16,2026-05-29,"28-60 /北屯+5K / 投資置產/雙語教育/高收興趣",inactive,786,603,,,,,,730,300,每日,18,2.290076,9,2026-04-14,進行中
2024-03-16,2026-05-29,"30-60 / 水湳北屯 / 房產興趣",not_delivering,1423,971,,,1,995,actions:leadgen.other,995,300,每日,25,1.756852,11,2026-04-27,進行中
2024-03-16,2026-05-29,"28-65 / 北屯74 / 自營商/投資置產",inactive,1848,1284,,,,,,1300,300,每日,38,2.056277,40,2026-04-16,進行中
2024-03-16,2026-05-29,"30-65 / 水湳北屯 / 生醫/電子/商管/教授",inactive,3709,2319,,,7,482.14285714,actions:leadgen.other,3375,300,每日,97,2.61526,74,2026-04-16,進行中
2024-03-16,2026-05-29,"30-60/ 十期 / 591房產/上班族",inactive,3969,2232,,,4,545.5,actions:leadgen.other,2182,300,每日,86,2.166793,46,2026-04-20,進行中
2024-03-16,2026-05-29,"30-60 / 水湳北屯 / 財會/公務員",inactive,855,672,,,,,,802,300,每日,8,0.935673,3,2026-04-27,進行中
