分析報告開始,分析報告結束,廣告組合名稱,廣告組合投遞,曝光次數,觸及人數,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",廣告組合預算,廣告組合預算類型,點擊次數（全部）,CTR（全部）,頻率,開始,結束時間
2024-03-22,2026-07-28,"35-65 / 青埔+竹科 /常旅行用戶+高收入",not_delivering,30172,13795,2,,,4.06646526,actions:post_engagement,5384,7000,總經費,1985,6.578947,2.187169,2024-08-08,2024-08-31
2024-03-22,2026-07-28,"35-65 / 青埔+竹科 / 網紅短影音部落客",not_delivering,26118,11653,10,2,,2.99888206,actions:post_engagement,5365,7000,總經費,2461,9.42262,2.241311,2024-08-08,2024-08-31
2024-03-22,2026-07-28,"35-65 / 青埔在地 / 名車名錶精品",inactive,10197,4626,,,2,1314,actions:leadgen.other,2628,10000,總經費,189,1.853486,2.20428,2024-08-21,2026-06-01
2024-03-22,2026-07-28,"35-65 / 雙北 / 通勤投資理財",inactive,14283,5939,1,,5,712.8,actions:leadgen.other,3564,10000,總經費,309,2.163411,2.40495,2024-08-21,2026-06-01
2024-03-22,2026-07-28,"35-65 / 青埔+竹科 /常旅行用戶+高收入",inactive,4055,1264,4,4,,372.5,actions:onsite_conversion.messaging_conversation_started_7d,1490,4500,總經費,249,6.140567,3.20807,2024-08-26,2026-06-01
2024-03-22,2026-07-28,"35-65 / 雙北 / 網紅短影音部落客",inactive,1620,736,2,3,,423.66666667,actions:onsite_conversion.messaging_conversation_started_7d,1271,3300,總經費,99,6.111111,2.201087,2024-08-26,2026-06-23
2024-03-22,2026-07-28,"35-65 / 青埔在地 / 律師+逛街美食",inactive,3308,2074,,,2,423.5,actions:leadgen.other,847,10000,總經費,54,1.632406,1.594986,2024-08-30,2026-06-01
2024-03-22,2026-07-28,"33-60 / 雙北 / YT+直播主",inactive,6792,3464,,,8,330.125,actions:leadgen.other,2641,10000,總經費,173,2.547114,1.960739,2024-09-02,2026-06-01
2024-03-22,2026-07-28,"35-65 / 正青埔 / 高知識軍公教(0905調",inactive,4958,2261,,,3,547,actions:leadgen.other,1641,10000,總經費,134,2.702703,2.192835,2024-09-03,2026-06-01
2024-03-22,2026-07-28,"35-65 / 正青埔 / 博弈八大精品",inactive,8682,3919,,1,6,357.66666667,actions:leadgen.other,2146,10000,總經費,133,1.531905,2.215361,2024-09-10,2026-06-01
