分析報告開始,分析報告結束,廣告名稱,廣告投遞,曝光次數,觸及人數,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",廣告組合預算,廣告組合預算類型,點擊次數（全部）,CTR（全部）,頻率,粉絲專頁互動,開始,結束時間
2025-11-06,2026-06-01,1028_EP02(影片),not_delivering,2038,1639,,,,,,1074,3000,總經費,83,4.07262,1.243441,547,2026-01-15,2026-01-26
2025-11-06,2026-06-01,1222_千坪綠覆(影片)V2,not_delivering,714,672,,,,,,356,3000,總經費,23,3.221289,1.0625,223,2026-01-15,2026-01-26
2025-11-06,2026-06-01,0121_簡短版介紹(影片),not_delivering,1,1,,,,,,26,300,每日,0,0,1,,2026-03-09,進行中
2025-11-06,2026-06-01,1222_千坪綠覆(影片)V2,not_delivering,4,4,,,,,,0,300,每日,0,0,1,2,2026-03-09,進行中
2025-11-06,2026-06-01,1028_EP02(影片),inactive,704,607,,,,,,373,300,每日,11,1.5625,1.159802,148,2026-03-09,進行中
2025-11-06,2026-06-01,1028_EP03(影片)V2,inactive,813,425,,,,,,301,300,每日,17,2.091021,1.912941,139,2026-03-09,進行中
2025-11-06,2026-06-01,0320_EP02片段2(影片),inactive,322,260,,,,,,321,300,每日,7,2.173913,1.238462,39,2026-03-27,進行中
2025-11-06,2026-06-01,1028_EP03(影片)V2,not_delivering,434,395,,,,,,270,300,每日,10,2.304147,1.098734,64,2026-03-27,進行中
2025-11-06,2026-06-01,1028_EP02(影片),not_delivering,55,55,,,,,,6,300,每日,0,0,1,4,2026-03-27,進行中
2025-11-06,2026-06-01,1028_EP02(影片),not_delivering,9,9,,,,,,10,300,每日,0,0,1,2,2026-04-08,進行中
2025-11-06,2026-06-01,1028_EP03片段1(影片),inactive,749,599,,,,,,452,300,每日,14,1.869159,1.250417,177,2026-04-08,進行中
2025-11-06,2026-06-01,0402_旗艦公設(影片),inactive,202,146,,,,,,196,300,每日,10,4.950495,1.383562,56,2026-04-08,進行中
2025-11-06,2026-06-01,1222_千坪綠覆(影片),not_delivering,281,245,,,,,,237,4000,總經費,6,2.135231,1.146939,68,2026-01-02,2026-01-13
2025-11-06,2026-06-01,1028_EP03(影片),inactive,864,751,,,1,1077,actions:leadgen.other,1077,4000,總經費,26,3.009259,1.150466,219,2026-01-02,2026-01-13
2025-11-06,2026-06-01,1028_EP02(影片),inactive,1545,1426,,,,,,640,3000,總經費,27,1.747573,1.08345,255,2026-01-14,2026-01-25
2025-11-06,2026-06-01,1028_EP03(影片)V2,not_delivering,269,244,,,,,,301,3000,總經費,4,1.486989,1.102459,35,2026-01-14,2026-01-25
2025-11-06,2026-06-01,1222_千坪綠覆(影片)V2,not_delivering,1005,959,2,,,,,623,3000,總經費,24,2.38806,1.047967,248,2026-01-14,2026-01-25
2025-11-06,2026-06-01,1222_千坪綠覆(影片)V2,inactive,1149,772,,,1,1004,actions:leadgen.other,1004,200,每日,55,4.786771,1.488342,362,2026-03-04,進行中
2025-11-06,2026-06-01,0121_簡短版介紹(影片),not_delivering,429,324,,,,,,412,200,每日,15,3.496504,1.324074,112,2026-03-04,進行中
2025-11-06,2026-06-01,1028_EP03(影片)V2,inactive,7,6,,,,,,1,200,每日,1,14.285714,1.166667,3,2026-03-04,進行中
2025-11-06,2026-06-01,1028_EP03片段1(影片),inactive,3654,1850,,,3,859.33333333,actions:leadgen.other,2578,200,每日,120,3.284072,1.975135,1085,2026-03-04,進行中
2025-11-06,2026-06-01,1028_EP02片段1(影片),inactive,69,62,,,,,,46,200,每日,4,5.797101,1.112903,18,2026-03-04,進行中
2025-11-06,2026-06-01,0320_EP02片段2(影片),not_delivering,378,285,,,,,,347,200,每日,13,3.439153,1.326316,72,2026-03-04,進行中
2025-11-06,2026-06-01,1028_EP03片段1(影片),inactive,683,608,,,,,,417,300,每日,8,1.171303,1.123355,123,2026-03-26,進行中
2025-11-06,2026-06-01,0320_EP02片段2(影片),not_delivering,146,110,,,,,,85,300,每日,0,0,1.327273,19,2026-03-26,進行中
2025-11-06,2026-06-01,0121_簡短版介紹(影片),inactive,868,668,,,,,,464,300,每日,18,2.073733,1.299401,136,2026-03-27,進行中
2025-11-06,2026-06-01,1028_EP03片段1(影片),inactive,812,710,,,,,,428,300,每日,19,2.339901,1.143662,141,2026-03-27,進行中
2025-11-06,2026-06-01,0320_EP02片段2(影片),not_delivering,127,111,,,,,,114,300,每日,1,0.787402,1.144144,13,2026-04-01,進行中
2025-11-06,2026-06-01,0121_簡短版介紹(影片),inactive,621,530,,,,,,550,300,每日,19,3.059581,1.171698,147,2026-04-01,進行中
2025-11-06,2026-06-01,1028_EP03片段1(影片),not_delivering,1195,1000,,,,,,690,300,每日,20,1.67364,1.195,246,2026-04-01,進行中
2025-11-06,2026-06-01,0402_旗艦公設(影片),inactive,524,340,,,,,,437,300,每日,15,2.862595,1.541176,77,2026-04-01,進行中
2025-11-06,2026-06-01,0121_簡短版介紹(影片),not_delivering,513,433,,,,,,342,300,每日,19,3.703704,1.184758,109,2026-03-04,進行中
2025-11-06,2026-06-01,1028_EP02(影片),inactive,7087,5714,,,3,679.66666667,actions:leadgen.other,2039,300,每日,81,1.142938,1.240287,792,2026-03-04,進行中
2025-11-06,2026-06-01,1028_EP03(影片)V2,inactive,614,537,,,,,,299,300,每日,17,2.76873,1.143389,118,2026-03-04,進行中
2025-11-06,2026-06-01,1222_千坪綠覆(影片)V2,inactive,2,2,,,,,,0,300,每日,0,0,1,1,2026-03-04,進行中
2025-11-06,2026-06-01,1028_EP02片段1(影片),not_delivering,851,650,,,,,,455,300,每日,18,2.115159,1.309231,108,2026-03-04,進行中
2025-11-06,2026-06-01,1028_EP03片段1(影片),inactive,3956,3037,1,,2,789,actions:leadgen.other,1578,300,每日,58,1.466127,1.302601,784,2026-03-04,進行中
2025-11-06,2026-06-01,1028_EP03片段1(影片),inactive,1154,1021,,,,,,599,300,每日,16,1.386482,1.130264,208,2026-03-16,進行中
2025-11-06,2026-06-01,1028_EP02片段1(影片),not_delivering,377,290,,,,,,204,300,每日,12,3.183024,1.3,64,2026-03-16,進行中
2025-11-06,2026-06-01,0121_簡短版介紹(影片),not_delivering,19,18,,,,,,13,300,每日,0,0,1.055556,6,2026-03-16,進行中
2025-11-06,2026-06-01,1028_EP02(影片),not_delivering,1832,1623,,,,,,656,300,每日,20,1.091703,1.128774,229,2026-03-26,進行中
2025-11-06,2026-06-01,0402_旗艦公設(影片),inactive,193,140,,,,,,112,300,每日,6,3.108808,1.378571,40,2026-04-10,進行中
2025-11-06,2026-06-01,1028_EP02(影片),not_delivering,677,616,,,,,,228,300,每日,8,1.181684,1.099026,71,2026-04-10,進行中
2025-11-06,2026-06-01,1028_EP03片段1(影片),inactive,598,516,,,,,,412,300,每日,12,2.006689,1.158915,121,2026-04-10,進行中
2025-11-06,2026-06-01,1028_EP03(影片)V2,not_delivering,460,308,,,1,398,actions:leadgen.other,398,300,每日,13,2.826087,1.493506,86,2026-04-10,進行中
2025-11-06,2026-06-01,0416_旗艦公設第二版(影片),inactive,373,321,,,,,,496,300,每日,11,2.949062,1.161994,64,2026-04-14,進行中
2025-11-06,2026-06-01,0320_EP02片段2(影片),inactive,374,335,,,,,,507,300,每日,15,4.010695,1.116418,71,2026-05-04,進行中
2025-11-06,2026-06-01,0416_旗艦公設第二版(影片),not_delivering,386,296,,,1,311,actions:leadgen.other,311,300,每日,11,2.849741,1.304054,80,2026-05-04,進行中
2025-11-06,2026-06-01,1028_EP02(影片),not_delivering,444,414,,,,,,505,300,每日,7,1.576577,1.072464,80,2026-05-04,進行中
2025-11-06,2026-06-01,1028_EP02(影片),not_delivering,1993,1860,,,1,957,actions:leadgen.other,957,400,每日,44,2.207727,1.071505,362,2025-11-07,進行中
2025-11-06,2026-06-01,1028_EP03(影片),not_delivering,293,269,,,,,,248,400,每日,8,2.730375,1.089219,57,2025-11-07,進行中
2025-11-06,2026-06-01,1028_EP02(影片),inactive,3028,2799,,,1,1111,actions:leadgen.other,1111,300,每日,34,1.122853,1.081815,480,2025-11-10,進行中
2025-11-06,2026-06-01,1028_EP03(影片),inactive,12812,9458,,,14,722.42857143,actions:leadgen.other,10114,300,每日,389,3.036216,1.35462,3223,2025-11-10,進行中
2025-11-06,2026-06-01,1114_生活有品味(影片),inactive,176,159,,,,,,219,300,每日,2,1.136364,1.106918,24,2025-11-10,進行中
2025-11-06,2026-06-01,1028_EP02(影片),not_delivering,5706,4885,1,,3,923,actions:leadgen.other,2769,6000,總經費,132,2.313354,1.168066,1192,2025-11-28,2025-12-17
2025-11-06,2026-06-01,1028_EP03(影片),inactive,2014,1765,,,1,1611,actions:leadgen.other,1611,6000,總經費,50,2.482622,1.141076,434,2025-11-28,2025-12-17
2025-11-06,2026-06-01,1114_生活有品味(影片),not_delivering,291,243,,,,,,309,6000,總經費,4,1.37457,1.197531,46,2025-11-28,2025-12-17
2025-11-06,2026-06-01,1114_生活有品味(影片),not_delivering,382,236,,,,,,336,3000,總經費,7,1.832461,1.618644,41,2025-12-17,2025-12-28
2025-11-06,2026-06-01,1028_EP03(影片),not_delivering,1751,1501,,,1,1431,actions:leadgen.other,1431,3000,總經費,26,1.484866,1.166556,292,2025-12-17,2025-12-28
2025-11-06,2026-06-01,1222_千坪綠覆(影片),inactive,764,714,1,,,,,439,300,每日,19,2.486911,1.070028,218,2025-11-10,進行中
2025-11-06,2026-06-01,1028_EP03(影片)V2,inactive,86,78,,,,,,76,300,每日,2,2.325581,1.102564,10,2025-11-10,進行中
2025-11-06,2026-06-01,1222_千坪綠覆(影片)V2,inactive,315,277,,,,,,244,300,每日,15,4.761905,1.137184,76,2025-11-10,進行中
2025-11-06,2026-06-01,1028_EP02(影片),inactive,2489,2249,,,1,1246,actions:leadgen.other,1246,3000,總經費,56,2.2499,1.106714,470,2026-01-09,2026-01-20
2025-11-06,2026-06-01,1222_千坪綠覆(影片)V2,not_delivering,11,11,,,,,,1,3000,總經費,0,0,1,2,2026-01-09,2026-01-20
2025-11-06,2026-06-01,1028_EP03(影片)V2,not_delivering,966,837,,,,,,784,3000,總經費,25,2.587992,1.154122,177,2026-01-09,2026-01-20
2025-11-06,2026-06-01,1222_千坪綠覆(影片)V2,inactive,298,280,,,,,,374,3000,總經費,9,3.020134,1.064286,91,2026-01-19,2026-01-30
2025-11-06,2026-06-01,1028_EP03(影片)V2,not_delivering,108,93,,,,,,170,3000,總經費,3,2.777778,1.16129,14,2026-01-19,2026-01-30
2025-11-06,2026-06-01,1028_EP02(影片),not_delivering,551,511,,,,,,273,3000,總經費,6,1.088929,1.078278,79,2026-01-19,2026-01-30
2025-11-06,2026-06-01,1028_EP03(影片)V2,not_delivering,525,497,,,,,,360,3000,總經費,10,1.904762,1.056338,69,2026-02-02,2026-02-13
2025-11-06,2026-06-01,0320_EP02片段2(影片),not_delivering,131,108,,,,,,185,300,每日,2,1.526718,1.212963,31,2025-11-10,進行中
2025-11-06,2026-06-01,1028_EP02(影片),not_delivering,667,600,,,,,,612,300,每日,19,2.848576,1.111667,127,2025-11-10,進行中
2025-11-06,2026-06-01,1028_EP03(影片),not_delivering,1239,1141,,,,,,976,400,每日,26,2.098467,1.08589,235,2025-11-07,進行中
2025-11-06,2026-06-01,1028_不出門(影片),not_delivering,214,156,,,,,,244,400,每日,7,3.271028,1.371795,39,2025-11-07,進行中
2025-11-06,2026-06-01,1028_EP03(影片),not_delivering,591,529,,,,,,463,2500,總經費,22,3.722504,1.117202,114,2025-12-29,2026-01-11
2025-11-06,2026-06-01,1222_千坪綠覆(影片),not_delivering,175,168,,,,,,114,2500,總經費,7,4,1.041667,39,2025-12-29,2026-01-11
2025-11-06,2026-06-01,1028_EP02(影片),not_delivering,2746,2269,,,1,1272,actions:leadgen.other,1272,4500,總經費,70,2.549162,1.210225,528,2025-12-31,2026-01-21
