分析報告開始,分析報告結束,廣告組合名稱,廣告組合投遞,曝光次數,觸及人數,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",廣告組合預算,廣告組合預算類型,點擊次數（全部）,CTR（全部）,頻率,開始,結束時間
2023-06-09,2026-07-09,28-60/清水沙鹿西屯/銀行/保險業務,inactive,3202,2052,,,1,872,actions:leadgen.other,872,270,每日,43,1.342911,1.560429,2025-10-13,進行中
2023-06-09,2026-07-09,"28-60 / 沙鹿清水龍井 / 在地美食 / 日用品",inactive,3705,1994,,2,,482.5,actions:onsite_conversion.messaging_conversation_started_7d,965,250,每日,141,3.805668,1.858074,2025-11-03,進行中
2023-06-09,2026-07-09,"30-55 / 清水沙鹿中科 / 傳產興趣(1114調整地點",inactive,1288,929,,,,,,1016,250,每日,9,0.698758,1.386437,2025-11-13,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿清水 / 戶外露營釣魚",inactive,19009,6745,3,6,,409.83333333,actions:onsite_conversion.messaging_conversation_started_7d,2459,200,每日,430,2.262086,2.818236,2025-12-22,進行中
2023-06-09,2026-07-09,"30-65 / 清水 / 軍公教行政會計(FB)",inactive,3457,2193,,,,,,992,200,每日,130,3.760486,1.576379,2026-01-14,進行中
2023-06-09,2026-07-09,"27-50 / 龍井、大肚、清水/ 藍領工業教師(排除ig/純影片)",inactive,696,489,,,,,,359,150,每日,23,3.304598,1.423313,2026-03-02,進行中
2023-06-09,2026-07-09,"梧棲 清水 台中港 / 海關警察 醫療人員 百貨",inactive,1279,932,,,,,,268,260,每日,33,2.580141,1.372318,2025-01-03,進行中
2023-06-09,2026-07-09,"【1510】沙鹿 清水 梧棲 / 在地興趣 有小孩",not_delivering,8478,3471,,,5,320,actions:leadgen.other,1600,1600,總經費,288,3.397028,2.442524,2025-01-09,2025-01-15
2023-06-09,2026-07-09,"清水沙鹿 / 藝術興趣",inactive,8856,3847,,,1,1438,actions:leadgen.other,1438,200,每日,148,1.671183,2.302054,2025-01-26,進行中
2023-06-09,2026-07-09,"清水 中科 CBD / 年輕人興趣 首購",inactive,1669,1085,1,1,,,,532,200,每日,26,1.557819,1.538249,2025-02-02,進行中
2023-06-09,2026-07-09,"沙鹿 清水 神岡  / 傳產製造 倉儲航運",not_delivering,6154,2839,,4,,249,actions:onsite_conversion.messaging_conversation_started_7d,996,1000,總經費,136,2.209945,2.167665,2025-02-05,2025-02-09
