分析報告開始,分析報告結束,廣告名稱,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",點擊次數（全部）,CTR（全部）,頻率,開始,結束時間
2025-10-28,2026-05-29,1028_EP03(影片),,,1,219,actions:leadgen.other,219,10,3.597122,1.134694,2025-11-07,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,1,957,actions:leadgen.other,957,44,2.207727,1.071505,2025-11-07,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,248,8,2.730375,1.089219,2025-11-07,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,976,26,2.098467,1.08589,2025-11-07,進行中
2025-10-28,2026-05-29,1028_不出門(影片),,,,,,244,7,3.271028,1.371795,2025-11-07,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,1128,38,2.391441,1.138252,2025-11-07,進行中
2025-10-28,2026-05-29,1028_不出門(影片),,,1,80,actions:leadgen.other,80,3,2.238806,1.207207,2025-11-07,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,4,925.25,actions:leadgen.other,3701,195,1.423254,1.142131,2025-11-08,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,2,1205,actions:leadgen.other,2410,100,3.103662,1.161081,2025-11-08,進行中
2025-10-28,2026-05-29,1028_不出門(影片),,,1,148,actions:leadgen.other,148,8,3.305785,1.273684,2025-11-08,進行中
2025-10-28,2026-05-29,1028_不出門(影片),,,,,,104,4,7.54717,1.261905,2025-11-08,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,48,3,3.225806,1.056818,2025-11-08,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,355,20,1.99005,1.065748,2025-11-08,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,1,719,actions:leadgen.other,719,37,3.130288,1.130019,2025-10-30,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,3,859,actions:leadgen.other,2577,151,1.713184,1.160042,2025-10-30,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,1,661,actions:leadgen.other,661,15,1.373626,1.138686,2025-10-30,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,3,939.66666667,actions:leadgen.other,2819,168,2.161328,1.328037,2025-10-30,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,677,26,2.280702,1.24183,2025-10-30,進行中
2025-10-28,2026-05-29,1028_不出門(影片),,,,,,260,3,1.167315,1.272277,2025-10-30,進行中
2025-10-28,2026-05-29,1028_EP02(影片),3,,1,1701,actions:leadgen.other,1701,78,1.30304,1.095334,2025-10-30,進行中
2025-10-28,2026-05-29,1028_不出門(影片),,,2,665.5,actions:leadgen.other,1331,51,3.146206,1.453812,2025-10-30,進行中
2025-10-28,2026-05-29,1028_EP02(影片),2,,7,747.85714286,actions:leadgen.other,5235,308,2.039465,1.226708,2025-10-30,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,561,18,1.061321,1.016787,2025-11-01,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,401,3,0.573614,1.199541,2025-11-01,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,8,0,0,1.076923,2025-10-30,進行中
2025-10-28,2026-05-29,1028_EP03(影片),1,1,2,1279.5,actions:leadgen.other,2559,128,4.934464,1.61118,2025-10-28,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,1,858,actions:leadgen.other,858,48,1.791045,1.074148,2025-11-03,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,126,4,2.222222,1.139241,2025-11-03,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,839,40,1.347255,1.062634,2025-11-03,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,1,86,actions:leadgen.other,86,2,1.351351,1.184,2025-11-03,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,1,1011,actions:leadgen.other,1011,59,1.753864,1.053885,2025-11-03,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,1,1241,actions:leadgen.other,1241,35,2.160494,1.255814,2025-11-03,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,558,35,2.122498,1.038413,2025-11-04,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,1,655,actions:leadgen.other,655,18,2.281369,1.162003,2025-11-04,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,1019,42,1.620996,1.037645,2025-11-04,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,54,2,2.020202,1.020619,2025-11-04,進行中
2025-10-28,2026-05-29,1028_不出門(影片),,,,,,131,6,2.941176,1.387755,2025-11-04,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,357,11,1.532033,1.076462,2025-10-28,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,595,20,1.082837,1.095492,2025-10-28,進行中
2025-10-28,2026-05-29,1028_不出門(影片),,,,,,48,6,5.940594,1.174419,2025-10-28,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,914,41,1.406518,1.139562,2025-10-28,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,673,21,1.352222,1.11406,2025-10-28,進行中
2025-10-28,2026-05-29,1028_不出門(影片),,,,,,339,18,2.346806,1.444444,2025-10-28,進行中
2025-10-28,2026-05-29,1028_不出門(影片),,,,,,148,13,3.631285,1.213559,2025-10-28,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,5,675.4,actions:leadgen.other,3377,202,2.060804,1.199021,2025-10-28,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,1461,67,1.617967,1.139202,2025-10-28,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,2,293.5,actions:leadgen.other,587,20,1.793722,1.156639,2025-10-28,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,706,14,0.997862,1.117038,2025-10-28,進行中
2025-10-28,2026-05-29,1028_不出門(影片),,,,,,302,10,1.893939,1.242353,2025-10-28,進行中
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,711,24,1.708185,1.107171,2025-10-28,進行中
2025-10-28,2026-05-29,1028_不出門(影片),,,,,,250,17,3.578947,1.202532,2025-10-28,進行中
2025-10-28,2026-05-29,1028_不出門(影片),,,,,,303,11,3.448276,1.318182,2025-10-28,進行中
2025-10-28,2026-05-29,1028_EP02(影片),8,2,28,491.32142857,actions:leadgen.other,13757,736,4.420686,1.618765,2025-10-28,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,1,1267,actions:leadgen.other,1267,93,2.334923,1.067256,2025-10-30,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,602,19,1.784038,1.050296,2026-01-07,2026-01-18
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,107,7,2.372881,1.042403,2026-01-07,2026-01-18
2025-10-28,2026-05-29,1028_EP02(影片),1,,,,,643,27,1.675978,1.070432,2026-01-07,2026-01-18
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,34,1,1.515152,1.015385,2026-01-07,2026-01-18
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,238,9,3.643725,1.037815,2026-01-05,2026-01-16
2025-10-28,2026-05-29,1222_千坪綠覆(影片),,,,,,9,0,0,1.046512,2026-01-05,2026-01-16
2025-10-28,2026-05-29,1222_千坪綠覆(影片),,,,,,67,1,1.282051,1.098592,2026-01-05,2026-01-16
2025-10-28,2026-05-29,1028_EP02(影片),1,,,,,513,26,3.471295,1.09824,2026-01-05,2026-01-16
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,119,6,3.550296,1.049689,2026-01-05,2026-01-16
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,237,3,0.74813,1.126404,2026-01-05,2026-01-16
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,130,8,3.72093,1.080402,2026-01-05,2026-01-16
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,136,0,0,1.085366,2026-01-05,2026-01-16
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,140,4,1.498127,1.1125,2026-01-05,2026-01-16
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,291,6,1.941748,1.088028,2026-01-05,2026-01-16
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,625,22,1.436969,1.030976,2026-01-07,2026-01-18
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,35,1,1.075269,1.094118,2026-01-07,2026-01-18
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,93,4,2.649007,1.110294,2026-01-07,2026-01-18
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,672,17,2.068127,1.100402,2026-01-07,2026-01-18
2025-10-28,2026-05-29,1222_千坪綠覆(影片),,,,,,138,11,6.962025,1.082192,2025-12-26,2026-01-08
2025-10-28,2026-05-29,1028_EP02(影片),1,,,,,718,21,1.654846,1.099653,2025-12-26,2026-01-08
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,0,0,0,1,2025-12-29,2026-01-06
2025-10-28,2026-05-29,1222_千坪綠覆(影片),,,1,1401,actions:leadgen.other,1401,72,2.691589,1.151033,2025-12-29,2026-01-06
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,463,22,3.722504,1.117202,2025-12-29,2026-01-11
2025-10-28,2026-05-29,1222_千坪綠覆(影片),,,,,,114,7,4,1.041667,2025-12-29,2026-01-11
2025-10-28,2026-05-29,1222_千坪綠覆(影片),,,,,,74,6,2.777778,1.028571,2025-12-31,2026-01-12
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,496,14,2.464789,1.019749,2025-12-31,2026-01-12
2025-10-28,2026-05-29,1028_EP02(影片),,,1,1272,actions:leadgen.other,1272,70,2.549162,1.210225,2025-12-31,2026-01-21
2025-10-28,2026-05-29,1222_千坪綠覆(影片),,,,,,200,13,3.703704,1.083333,2025-12-31,2026-01-21
2025-10-28,2026-05-29,"1028_EP02(影片) - 複本",,,,,,2,0,0,1,2025-12-31,2026-01-12
2025-10-28,2026-05-29,"1028_EP02(影片) - 複本",,,,,,11,5,7.462687,1.015152,2025-12-29,2026-01-06
2025-10-28,2026-05-29,1222_千坪綠覆(影片),,,,,,186,5,2.702703,1.063218,2026-01-02,2026-01-21
2025-10-28,2026-05-29,1028_EP02(影片),1,,,,,951,48,2.690583,1.132698,2026-01-02,2026-01-21
2025-10-28,2026-05-29,1222_千坪綠覆(影片),,,,,,66,3,3.488372,1.02381,2026-01-05,2026-01-16
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,232,2,0.904977,1.052381,2026-01-05,2026-01-16
2025-10-28,2026-05-29,1222_千坪綠覆(影片),,,,,,49,2,5.714286,1.029412,2026-01-05,2026-01-16
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,451,18,2.219482,1.085676,2026-01-05,2026-01-16
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,155,8,1.52381,1.041667,2025-12-17,2025-12-28
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,234,7,2.422145,1.050909,2025-12-17,2025-12-28
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,245,8,2.711864,1.113208,2025-12-19,2026-01-08
2025-10-28,2026-05-29,1028_EP02(影片),2,,8,452.5,actions:leadgen.other,3620,217,2.629984,1.268799,2025-12-19,2026-01-08
2025-10-28,2026-05-29,1114_生活有品味(影片),,,,,,79,4,5.263158,1.169231,2025-12-19,2026-01-08
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,300,10,2.617801,1.058172,2025-12-19,2025-12-31
2025-10-28,2026-05-29,1114_生活有品味(影片),,,,,,148,2,1.960784,1.243902,2025-12-19,2025-12-31
2025-10-28,2026-05-29,1028_EP02(影片),,,1,1081,actions:leadgen.other,1081,55,2.269913,1.103872,2025-12-19,2025-12-31
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,182,7,1.464435,1.076577,2025-12-22,2026-01-01
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,338,17,4.450262,1.076056,2025-12-22,2026-01-01
2025-10-28,2026-05-29,1222_千坪綠覆(影片),,,,,,424,17,2.119701,1.255086,2025-12-22,2026-01-01
2025-10-28,2026-05-29,1222_千坪綠覆(影片),,,,,,248,3,1.045296,1.059041,2025-12-19,2026-01-08
2025-10-28,2026-05-29,1222_千坪綠覆(影片),,,,,,0,1,33.333333,1,2025-12-19,2025-12-31
2025-10-28,2026-05-29,1222_千坪綠覆(影片),,,,,,603,27,2.391497,1.168737,2025-12-23,2026-01-04
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,309,10,3.367003,1.125,2025-12-23,2026-01-04
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,470,12,2.877698,1.142466,2025-12-26,2026-01-08
2025-10-28,2026-05-29,1222_千坪綠覆(影片),,,,,,294,11,2.517162,1.018648,2025-12-26,2026-01-08
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,189,9,3.370787,1.085366,2025-12-17,2025-12-29
2025-10-28,2026-05-29,1114_生活有品味(影片),,,,,,110,1,1.408451,1.224138,2025-12-17,2025-12-29
2025-10-28,2026-05-29,1028_EP02(影片),,,2,809.5,actions:leadgen.other,1619,74,1.783133,1.085819,2025-12-17,2025-12-29
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,239,10,1.324503,1.01071,2025-12-17,2025-12-28
2025-10-28,2026-05-29,1028_EP03(影片),,,,,,152,4,1.99005,1.015152,2025-12-17,2025-12-28
2025-10-28,2026-05-29,0402_旗艦公設(影片),,,,,,375,7,1.590909,1.437909,2026-04-10,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,50,3,5.555556,1.125,2026-04-13,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,9,0,0,1,2026-04-13,進行中
2025-10-28,2026-05-29,0402_旗艦公設(影片),,,,,,0,0,0,1,2026-04-13,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,10,0,0,1,2026-04-08,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,452,14,1.869159,1.250417,2026-04-08,進行中
2025-10-28,2026-05-29,0402_旗艦公設(影片),,,,,,196,10,4.950495,1.383562,2026-04-08,進行中
2025-10-28,2026-05-29,0402_旗艦公設(影片),,,,,,292,9,2.980132,1.193676,2026-04-10,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,354,3,0.78534,1.190031,2026-04-10,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,197,4,1.913876,1.088542,2026-04-10,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,215,6,1.769912,1.30888,2026-04-10,進行中
2025-10-28,2026-05-29,0402_旗艦公設(影片),,,,,,112,6,3.108808,1.378571,2026-04-10,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,228,8,1.181684,1.099026,2026-04-10,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,412,12,2.006689,1.158915,2026-04-10,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,1,398,actions:leadgen.other,398,13,2.826087,1.493506,2026-04-10,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,1,0,0,1,2026-04-10,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,203,4,2.469136,1.173913,2026-04-10,進行中
2025-10-28,2026-05-29,0402_旗艦公設(影片),,,,,,309,6,1.327434,1.43038,2026-04-10,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,583,21,3.139013,1.220803,2026-04-10,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,4,0,0,1,2026-04-10,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,1,752,actions:leadgen.other,752,25,1.363141,1.137717,2026-04-10,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,422,9,1.143583,1.185241,2026-04-01,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,470,16,1.366354,1.114177,2026-04-01,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,524,13,2.443609,1.251765,2026-04-01,進行中
2025-10-28,2026-05-29,0402_旗艦公設(影片),,,,,,144,3,3.157895,1.117647,2026-03-26,進行中
2025-10-28,2026-05-29,0402_旗艦公設(影片),,,,,,309,8,2.01005,1.396491,2026-03-24,進行中
2025-10-28,2026-05-29,0402_旗艦公設(影片),,,1,849,actions:leadgen.other,849,27,2.523364,1.693038,2026-03-23,進行中
2025-10-28,2026-05-29,0402_旗艦公設(影片),1,,,,,649,15,1.764706,1.419032,2026-03-18,進行中
2025-10-28,2026-05-29,0402_旗艦公設(影片),,,,,,373,10,1.48368,1.504464,2026-04-01,進行中
2025-10-28,2026-05-29,0402_旗艦公設(影片),,,,,,437,15,2.862595,1.541176,2026-04-01,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,261,3,1.428571,1.160221,2026-02-02,2026-04-18
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,1,1028,actions:leadgen.other,1028,30,2.222222,1.252319,2026-02-02,2026-04-18
2025-10-28,2026-05-29,0402_旗艦公設(影片),,,,,,2,1,4,1.041667,2026-02-02,2026-04-18
2025-10-28,2026-05-29,0402_旗艦公設(影片),,,,,,724,21,1.878354,1.334129,2026-02-13,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,23,1,2.173913,1.095238,2026-02-13,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,322,13,3.439153,1.067797,2026-02-13,進行中
2025-10-28,2026-05-29,0402_旗艦公設(影片),,,,,,135,6,3.468208,1.491379,2026-04-08,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,572,11,1.074219,1.065557,2026-04-08,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,1,930,actions:leadgen.other,930,20,1.319261,1.194641,2026-03-24,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,1,645,actions:leadgen.other,645,17,1.365462,1.057774,2026-03-26,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,5,671.8,actions:leadgen.other,3359,121,1.904013,1.39364,2026-03-26,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,1,369,actions:leadgen.other,369,32,3.747073,1.561243,2026-03-26,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,656,20,1.091703,1.128774,2026-03-26,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,417,8,1.171303,1.123355,2026-03-26,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,85,0,0,1.327273,2026-03-26,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,464,18,2.073733,1.299401,2026-03-27,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,428,19,2.339901,1.143662,2026-03-27,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,321,7,2.173913,1.238462,2026-03-27,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,270,10,2.304147,1.098734,2026-03-27,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,6,0,0,1,2026-03-27,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,349,23,2.652826,1.127438,2026-03-27,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,615,30,2.349256,1.27318,2026-03-27,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,557,35,2.470007,1.424121,2026-03-27,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,114,1,0.787402,1.144144,2026-04-01,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,550,19,3.059581,1.171698,2026-04-01,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,690,20,1.67364,1.195,2026-04-01,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,494,13,1.773533,1.347426,2026-03-18,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,196,3,0.952381,1.166667,2026-03-20,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,75,0,0,1.164706,2026-03-20,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,636,28,2.504472,1.12249,2026-03-20,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,1,666,actions:leadgen.other,666,28,3.966006,1.440816,2026-03-18,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,494,7,1.286765,1.346535,2026-03-23,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,876,27,1.305609,1.184422,2026-03-23,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,1,966,actions:leadgen.other,966,27,0.87577,1.211871,2026-03-23,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,1,982,actions:leadgen.other,982,32,1.623541,1.57554,2026-03-23,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,595,22,3.211679,1.383838,2026-03-23,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,461,21,3.387097,1.405896,2026-03-23,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,441,6,0.849858,1.094574,2026-03-23,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,46,1,0.892857,1.166667,2026-03-23,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,421,14,2.0558,1.192644,2026-03-24,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,189,4,1.333333,1.153846,2026-03-24,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,367,17,2.048193,1.218796,2026-03-24,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,5,570,actions:leadgen.other,2850,82,1.233454,1.275273,2026-03-24,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,213,3,1.006711,1.373272,2026-03-24,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,1,801,actions:leadgen.other,801,34,1.622137,1.527697,2026-03-24,進行中
2025-10-28,2026-05-29,1028_EP02片段1(影片),,,,,,8,1,5.555556,1.058824,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,0,1,20,1,2026-03-18,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,584,23,2.075812,1.39899,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,208,9,4.812834,1.183544,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,562,24,1.829268,1.174575,2026-03-18,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,1,684,actions:leadgen.other,684,26,2.722513,1.237047,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP02片段1(影片),,,,,,124,2,0.995025,1.196429,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,826,29,1.767215,1.257471,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP02片段1(影片),,,,,,0,0,0,1,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,372,12,2.101576,1.230603,2026-03-18,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,162,9,2.331606,1.257329,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,234,6,1.459854,1.032663,2026-03-20,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,2,765.5,actions:leadgen.other,1531,75,2.42797,1.538347,2026-03-20,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,425,11,1.42487,1.421731,2026-03-20,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,318,4,0.997506,1.193452,2026-03-18,進行中
2025-10-28,2026-05-29,0320_EP02片段2(影片),,,,,,155,4,2.484472,1.288,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,3,670.66666667,actions:leadgen.other,2012,73,1.594235,1.449968,2026-03-11,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,1,874,actions:leadgen.other,874,31,1.621339,1.331476,2026-03-12,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,7,2,6.666667,1.111111,2026-03-12,進行中
2025-10-28,2026-05-29,1028_EP02片段1(影片),,,,,,588,11,1.164021,1.521739,2026-03-12,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,317,10,2.638522,1.173375,2026-03-12,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,666,19,1.494886,1.114912,2026-03-04,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,,,,599,16,1.386482,1.130264,2026-03-16,進行中
2025-10-28,2026-05-29,1028_EP02片段1(影片),,,,,,204,12,3.183024,1.3,2026-03-16,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,13,0,0,1.055556,2026-03-16,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,1,1083,actions:leadgen.other,1083,53,2.171241,1.132189,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,6,594.16666667,actions:leadgen.other,3565,129,1.581658,1.385896,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP02片段1(影片),,,,,,331,10,1.897533,1.155702,2026-03-18,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,1,720,actions:leadgen.other,720,38,3.417266,1.266515,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,1,801,actions:leadgen.other,801,18,1.03211,1.168118,2026-03-18,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,359,14,2.491103,1.170833,2026-03-09,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,25,1,2.702703,1,2026-03-09,進行中
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,296,20,3.17965,1.286299,2026-03-09,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,60,0,0,1,2026-03-09,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,244,12,3.809524,1.145455,2026-03-09,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,266,11,1.07949,1.084043,2026-03-09,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,361,10,1.582278,1.373913,2026-03-09,進行中
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,56,4,3.478261,1.055046,2026-03-09,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,26,0,0,1,2026-03-09,進行中
2025-10-28,2026-05-29,1222_千坪綠覆(影片)V2,,,,,,0,0,0,1,2026-03-09,進行中
2025-10-28,2026-05-29,1028_EP02(影片),,,,,,373,11,1.5625,1.159802,2026-03-09,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,301,17,2.091021,1.912941,2026-03-09,進行中
2025-10-28,2026-05-29,0121_簡短版介紹(影片),,,,,,41,4,5,1.052632,2026-03-11,進行中
2025-10-28,2026-05-29,1028_EP03(影片)V2,,,,,,2,2,15.384615,1.083333,2026-03-11,進行中
2025-10-28,2026-05-29,1028_EP02片段1(影片),,,,,,638,25,1.933488,1.596296,2026-03-11,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),,,1,787,actions:leadgen.other,787,22,1.27907,1.351139,2026-03-11,進行中
2025-10-28,2026-05-29,1028_EP02片段1(影片),,,,,,455,18,2.115159,1.309231,2026-03-04,進行中
2025-10-28,2026-05-29,1028_EP03片段1(影片),1,,2,789,actions:leadgen.other,1578,58,1.466127,1.302601,2026-03-04,進行中
