分析報告開始,分析報告結束,廣告組合名稱,廣告組合投遞,曝光次數,觸及人數,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",廣告組合預算,廣告組合預算類型,點擊次數（全部）,CTR（全部）,頻率,開始,結束時間
2026-03-20,2026-06-30,"28-60 / 國圖館+6 / 房地產(0410微調",inactive,32509,10825,17,10,27,257.68,actions:leadgen.other,6442,使用行銷活動預算,0,1124,3.457504,3.003141,2026-03-20,進行中
2026-03-20,2026-06-30,"28-60 / 南區東區大里 / 年輕人興趣(3/27調整",inactive,40830,14998,16,7,27,305.36,actions:leadgen.other,7634,使用行銷活動預算,0,1045,2.559393,2.722363,2026-03-21,進行中
2026-03-20,2026-06-30,"28-60 / 南區東區大里 / 菁英教育父母",inactive,411,327,,,,,,142,使用行銷活動預算,0,6,1.459854,1.256881,2026-03-31,進行中
2026-03-20,2026-06-30,"28-60 / 南區東區大里 / 有錢換屋置產",inactive,1355,841,,,,,,231,使用行銷活動預算,0,25,1.845018,1.611177,2026-03-31,進行中
2026-03-20,2026-06-30,"28-60 / 南區東區大里 / 菁英教育父母",not_delivering,1784,1187,1,,,,,549,2375,總經費,33,1.849776,1.502949,2026-04-01,2026-04-19
2026-03-20,2026-06-30,"28-60 / 南區東區大里 / 有錢換屋置產",not_delivering,1523,1061,,,1,586,actions:leadgen.other,586,2375,總經費,38,2.495076,1.435438,2026-04-01,2026-04-19
2026-03-20,2026-06-30,"28-55 / 南屯西區東區 / 親子運動(0514調整區域",inactive,4078,2641,1,,2,445.5,actions:leadgen.other,891,使用行銷活動預算,0,71,1.74105,1.544112,2026-04-11,進行中
2026-03-20,2026-06-30,"28-60 / 國圖館+6 / 高知識文學",inactive,5960,3326,,,3,407,actions:leadgen.other,1221,使用行銷活動預算,0,115,1.92953,1.791942,2026-04-11,進行中
2026-03-20,2026-06-30,"28-60 / 國圖館+6 / 高知識文學",not_delivering,887,719,,,,,,465,1200,總經費,13,1.465614,1.233658,2026-04-16,2026-04-19
2026-03-20,2026-06-30,"30-55 /  大里南區 / 旅遊戶外親子",not_delivering,1839,1406,,,,,,638,2000,總經費,45,2.446982,1.307966,2026-04-16,2026-04-19
2026-03-20,2026-06-30,"28-60 / 國圖館+6 / 親子運動",not_delivering,975,797,,,,,,397,1200,總經費,20,2.051282,1.223338,2026-04-16,2026-04-19
2026-03-20,2026-06-30,"28-60 / 興大大里 / 科技醫療",inactive,21398,7408,3,,11,389.81818182,actions:leadgen.other,4288,使用行銷活動預算,0,523,2.444154,2.888499,2026-04-21,進行中
2026-03-20,2026-06-30,"28-60 / 南屯西區東區 / 藝文時尚(0514調整區域",inactive,11340,4934,2,,7,405.57142857,actions:leadgen.other,2839,使用行銷活動預算,0,184,1.622575,2.298338,2026-04-22,進行中
2026-03-20,2026-06-30,"28-60 / 國圖館+6 / 傳統產業老闆",inactive,1975,1295,,,,,,446,使用行銷活動預算,0,37,1.873418,1.525097,2026-04-22,進行中
2026-03-20,2026-06-30,"28-60 / 國圖館+6 / AI科技上班族",inactive,1205,980,1,,,,,405,使用行銷活動預算,0,26,2.157676,1.229592,2026-05-12,進行中
2026-03-20,2026-06-30,"28-60 / 國圖館+6 /1%公務員",inactive,657,468,,,,,,149,使用行銷活動預算,0,31,4.718417,1.403846,2026-05-14,進行中
2026-03-20,2026-06-30,"28-55 / 中興國圖 /新婚/首購/成家(0603擴大)",inactive,9702,5136,,,5,357.8,actions:leadgen.other,1789,250,每日,146,1.504844,1.889019,2026-05-28,進行中
2026-03-20,2026-06-30,"28-55 / 國圖大慶 /雙語教育/文青",inactive,8289,4662,,,4,360,actions:leadgen.other,1440,250,每日,186,2.243938,1.777992,2026-06-02,進行中
2026-03-20,2026-06-30,"28-55 / 中興大里 /科技業/3C/理工背景",inactive,2211,1623,,1,,,,449,250,每日,59,2.668476,1.362292,2026-06-02,進行中
2026-03-20,2026-06-30,28-55/國圖大慶/日本旅遊/精緻生活,inactive,13685,6234,4,1,6,419.83333333,actions:leadgen.other,2519,200,每日,302,2.206796,2.19522,2026-06-05,進行中
2026-03-20,2026-06-30,28-55/中興文心/健身運動族,inactive,9739,5042,4,1,9,250.44444444,actions:leadgen.other,2254,250,每日,193,1.981723,1.931575,2026-06-05,進行中
