分析報告開始,分析報告結束,廣告組合名稱,廣告組合投遞,曝光次數,觸及人數,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",廣告組合預算,廣告組合預算類型,點擊次數（全部）,CTR（連結點閱率）,頻率,開始,結束時間
2024-03-16,2026-06-03,30-60/后里豐原潭子/製造業,inactive,10865,5894,5,2,9,602.33333333,actions:leadgen.other,5421,200,每日,432,1.067648,1.8434,2025-07-15,進行中
2024-03-16,2026-06-03,28-60/台中/自由職業者/創意工作者,inactive,6575,4151,,1,5,584.4,actions:leadgen.other,2922,200,每日,264,1.140684,1.583956,2025-07-25,進行中
2024-03-16,2026-06-03,30-65/台中/高收族群,inactive,3517,1794,2,2,7,394.42857143,actions:leadgen.other,2761,200,每日,263,1.791299,1.960424,2025-08-07,進行中
2024-03-16,2026-06-03,30-60/西屯北屯/保險業/業務,inactive,4309,2659,1,,5,549.6,actions:leadgen.other,2748,200,每日,183,0.67301,1.620534,2025-08-07,進行中
2024-03-16,2026-06-03,28-60/西屯北屯烏日沙鹿/航空族群,inactive,2672,1756,,,5,282.4,actions:leadgen.other,1412,200,每日,127,1.347305,1.52164,2025-08-21,進行中
2024-03-16,2026-06-03,30-60/台中/餐飲/管理階級,inactive,2203,1464,,,1,1433,actions:leadgen.other,1433,200,每日,125,1.54335,1.504781,2025-08-21,進行中
2024-03-16,2026-06-03,30-60/台中/軍警消,inactive,1132,872,,,,,,784,200,每日,48,1.14841,1.298165,2025-08-28,進行中
2024-03-16,2026-06-03,28-60/西屯西區太平/藝術相關興趣,inactive,1107,870,,,,,,784,200,每日,40,0.993677,1.272414,2025-08-28,進行中
2024-03-16,2026-06-03,28-60/西屯南屯太平/建築營造,inactive,2113,1650,,,1,1372,actions:leadgen.other,1372,200,每日,74,0.851869,1.280606,2025-09-01,進行中
2024-03-16,2026-06-03,30-60/台中/寵物相關興趣,inactive,477,396,,,,,,388,200,每日,25,1.257862,1.204545,2025-09-01,進行中
2024-03-16,2026-06-03,30-60/74沿線/傳產老闆/自營商/醫生/投資興趣,inactive,3738,2389,,,4,598,actions:leadgen.other,2392,300,每日,204,1.364366,1.564671,2025-09-03,進行中
2024-03-16,2026-06-03,30-60/大台中/商業投資興趣,inactive,2316,1850,1,,1,1428,actions:leadgen.other,1428,300,每日,85,0.863558,1.251892,2025-09-03,進行中
2024-03-16,2026-06-03,28-60/西屯南區太平/影視製作相關,inactive,530,414,,,,,,601,200,每日,25,1.132075,1.280193,2025-09-08,進行中
2024-03-16,2026-06-03,30-60/北屯潭子/傳產興趣,inactive,3507,2130,,,3,791.66666667,actions:leadgen.other,2375,300,每日,130,0.826918,1.646479,2025-09-10,進行中
2024-03-16,2026-06-03,30-50/西屯水湳/youtuber/進口代理商/投資興趣,inactive,862,695,,,,,,521,300,每日,12,0.464037,1.240288,2025-09-10,進行中
2024-03-16,2026-06-03,28-60/西屯南區太平/中小企業,inactive,347,286,,,,,,356,300,每日,14,1.152738,1.213287,2025-09-11,進行中
2024-03-16,2026-06-03,28-60/西屯西區南區/3C興趣,inactive,1472,1190,,,,,,1244,300,每日,53,1.42663,1.236975,2025-09-11,進行中
2024-03-16,2026-06-03,28-55/西屯西區南區/留學/國際家庭,inactive,1027,778,,,,,,734,300,每日,27,0.486855,1.320051,2025-09-15,進行中
2024-03-16,2026-06-03,"202505_景立方_高校速成_台中大範圍(0616調 廣告組合",not_delivering,31297,13346,9,17,24,281.375,actions:leadgen.other,6753,250,每日,1218,1.051219,2.345047,2025-05-20,進行中
2024-03-16,2026-06-03,"202505_景立方_高校速成_北台中 廣告組合",not_delivering,38896,17418,16,17,23,376.82608696,actions:leadgen.other,8667,250,每日,1634,0.982106,2.233092,2025-05-30,進行中
2024-03-16,2026-06-03,"202506_景立方_高校速成_台中大範圍-1510 廣告組合",not_delivering,31084,13960,10,9,19,370.21052632,actions:leadgen.other,7034,250,每日,1158,1.010166,2.226648,2025-06-16,進行中
2024-03-16,2026-06-03,"202506_景立方_高效速成_西屯北區北屯-1510 廣告組合",not_delivering,7363,5268,1,1,2,860,actions:leadgen.other,1720,250,每日,259,0.950699,1.397684,2025-06-27,進行中
2024-03-16,2026-06-03,"202507_景立方_高校速成_台中大範圍-1510 廣告組合",not_delivering,8267,4816,2,3,4,618.5,actions:leadgen.other,2474,250,每日,435,1.040281,1.71657,2025-07-14,進行中
2024-03-16,2026-06-03,"202507_景立方_高校速成_台中74沿線-科技業-1510 行銷活動 廣告組合",not_delivering,23501,10683,9,12,17,315.70588235,actions:leadgen.other,5367,200,每日,1048,1.178673,2.19985,2025-07-24,進行中
2024-03-16,2026-06-03,"202507_景立方_高校速成_西屯南區北屯北區-醫療人員-1510 行銷活動 廣告組合",not_delivering,6931,5225,3,1,1,1537,actions:leadgen.other,1537,250,每日,292,1.139807,1.326507,2025-07-25,進行中
2024-03-16,2026-06-03,"202507_景立方_高效速成_西屯西區北屯北區-高奢興趣-1510 行銷活動 廣告組合",not_delivering,22404,11016,8,8,15,378.53333333,actions:leadgen.other,5678,200,每日,1087,1.227459,2.033769,2025-07-25,進行中
2024-03-16,2026-06-03,30-65/西屯西區北屯北區/高奢興趣(名單多無效),inactive,19167,8008,9,,17,396.35294118,actions:leadgen.other,6738,250,每日,1110,1.862576,2.393482,2025-08-01,進行中
2024-03-16,2026-06-03,28-60/西屯西區北屯/醫美消費者,inactive,1132,889,1,,,,,717,300,每日,26,0.795053,1.273341,2025-09-15,進行中
2024-03-16,2026-06-03,30-55/台中國1沿線/傳產/工廠/休旅車,inactive,2489,1986,,,,,,1319,300,每日,72,1.084773,1.253273,2025-09-15,進行中
2024-03-16,2026-06-03,30-60/西屯中科大里烏日/科技研發,inactive,3321,2265,1,,2,1019.5,actions:leadgen.other,2039,300,每日,114,1.204456,1.466225,2025-09-18,進行中
2024-03-16,2026-06-03,35-55/西屯北屯/老師/教授/自營商/退休族,inactive,2161,1595,,,1,1415,actions:leadgen.other,1415,400,每日,77,0.925497,1.354859,2025-09-18,進行中
2024-03-16,2026-06-03,25-45/西屯北屯太平/上班族/自營商/會計,inactive,2760,2058,1,,1,1568,actions:leadgen.other,1568,400,每日,100,0.724638,1.341108,2025-09-18,進行中
2024-03-16,2026-06-03,25-45/北屯太平西屯東區/傳產/自營商/服務業,inactive,6434,4288,1,,3,1203.33333333,actions:leadgen.other,3610,400,每日,265,1.21231,1.500466,2025-09-18,進行中
2024-03-16,2026-06-03,27-55/十期/新婚成家教育,inactive,2700,1956,,,,,,1573,400,每日,122,1.074074,1.380368,2025-09-18,進行中
2024-03-16,2026-06-03,30-55/西屯北區南屯/醫療人員,inactive,2403,1915,,,1,1538,actions:leadgen.other,1538,300,每日,71,0.957137,1.25483,2025-09-22,進行中
2024-03-16,2026-06-03,28-55/西屯西區北屯/公務人員/教師,inactive,1641,1335,,,,,,982,300,每日,51,0.853138,1.229213,2025-09-22,進行中
2024-03-16,2026-06-03,30-55/西屯西區北屯/律師/會計,inactive,1572,1422,,,,,,891,300,每日,50,1.017812,1.105485,2025-09-24,進行中
2024-03-16,2026-06-03,28-55/西屯西區北屯/建築師/室內設計,inactive,1450,1277,,,,,,909,300,每日,51,1.448276,1.135474,2025-09-24,進行中
2024-03-16,2026-06-03,"30-65/台中市/ 1%+精品興趣",inactive,2457,1446,1,,1,1110,actions:leadgen.other,1110,250,每日,95,1.017501,1.69917,2026-01-30,進行中
2024-03-16,2026-06-03,"30-63/潭子 豐原/貴婦 投資 享受生活(0330移除北屯/IG",inactive,9219,5394,,,4,805.75,actions:leadgen.other,3223,250,每日,423,1.659616,1.709121,2026-01-31,進行中
2024-03-16,2026-06-03,"30-60/洲際太原逢甲/業務 雙語學校興趣",inactive,2949,1556,,,,,,1162,250,每日,104,0.949474,1.895244,2026-02-04,進行中
2024-03-16,2026-06-03,30-55/西屯北屯/建築工程師,inactive,4162,2253,1,,2,456,actions:leadgen.other,912,250,每日,243,1.729938,1.847315,2026-03-12,進行中
2024-03-16,2026-06-03,27-55/十期/591房產/上班族,inactive,23697,10384,,,15,361.33333333,actions:leadgen.other,5420,250,每日,1163,1.692197,2.282069,2026-03-12,進行中
2024-03-16,2026-06-03,28-55/北屯/房地產/室內設計,inactive,6543,3521,,,3,524,actions:leadgen.other,1572,400,每日,290,1.43665,1.858279,2026-03-13,進行中
2024-03-16,2026-06-03,33-60/北屯潭子/換屋父母(排除IG),inactive,8802,5526,,,5,471.4,actions:leadgen.other,2357,250,每日,486,1.885935,1.592834,2026-03-16,進行中
2024-03-16,2026-06-03,33-60/北屯/傳產業務教育(排除IG),inactive,3155,2304,,,,,,845,400,每日,174,1.838352,1.369358,2026-03-18,進行中
2024-03-16,2026-06-03,30-60/北屯東區中清/成家/親子教育(0322調,inactive,3237,2294,,1,1,981,actions:leadgen.other,981,250,每日,170,1.977139,1.411072,2026-03-21,進行中
2024-03-16,2026-06-03,30-55/豐原潭子/雙薪首購族(0322調,inactive,3754,2652,,,1,911,actions:leadgen.other,911,250,每日,159,1.491742,1.415535,2026-03-21,進行中
2024-03-16,2026-06-03,28-55/北屯潭子/室內裝修/年輕人興趣(0326調,inactive,21680,9815,,1,12,475.25,actions:leadgen.other,5703,250,每日,892,1.559041,2.208864,2026-03-21,進行中
2024-03-16,2026-06-03,35-64/74沿線往逢甲/通勤/在地上班族(0326調,inactive,5129,3329,3,,1,1430,actions:leadgen.other,1430,250,每日,229,1.735231,1.540703,2026-03-24,進行中
2024-03-16,2026-06-03,28-55/北屯2000以下再行銷,inactive,1140,904,,,,,,381,250,每日,41,1.22807,1.261062,2026-03-24,進行中
2024-03-16,2026-06-03,33-65/北屯西屯/傳產/在地上班父母(0402+房產,inactive,4810,2835,,,1,1555,actions:leadgen.other,1555,250,每日,191,1.309771,1.696649,2026-03-30,進行中
2024-03-16,2026-06-03,30-60/74沿線/諮商心理師/語言治療師,inactive,3326,2090,,,1,1278,actions:leadgen.other,1278,250,每日,124,1.593506,1.591388,2026-03-31,進行中
2024-03-16,2026-06-03,27-54/十期/房地產/行動支付,inactive,2555,1857,,,,,,570,250,每日,79,1.330724,1.375875,2026-03-31,進行中
2024-03-16,2026-06-03,35-65/潭子中清/傳產上班族FB,inactive,4521,2349,1,1,1,1319,actions:leadgen.other,1319,250,每日,216,1.924353,1.924649,2026-03-31,進行中
2024-03-16,2026-06-03,"35-65 / 北屯 / 親子教育公務員(0411調",inactive,23953,9503,2,,14,467.78571429,actions:leadgen.other,6549,250,每日,1052,1.711685,2.520572,2026-04-08,進行中
2024-03-16,2026-06-03,"35-65 / 東區太平 / 在地傳產自營商(0418調區域",inactive,24357,11678,1,1,14,477.71428571,actions:leadgen.other,6688,250,每日,1159,1.794145,2.085717,2026-04-11,進行中
2024-03-16,2026-06-03,30-60/北屯潭子/換屋父母/房地產,inactive,4530,3294,,,2,598.5,actions:leadgen.other,1197,250,每日,206,1.390728,1.375228,2026-04-24,進行中
2024-03-16,2026-06-03,32-60/洲際中清潭子/中小企業/博弈遊戲/數位貨幣,inactive,3998,2807,,,,,,1171,250,每日,190,1.725863,1.424296,2026-04-24,進行中
2024-03-16,2026-06-03,"33-64 / 頭家厝北屯 / 業務傳產汽車-90D廣告互動(排除IG)",inactive,23824,11589,,,15,446.86666667,actions:leadgen.other,6703,200,每日,1068,1.704164,2.055743,2026-04-29,進行中
2024-03-16,2026-06-03,"33-64 / 豐原潭子 / 純買房興趣(純FB)(0504調整投放區域",inactive,17181,9840,1,,8,590,actions:leadgen.other,4720,250,每日,875,1.949828,1.746037,2026-04-29,進行中
2024-03-16,2026-06-03,"30-60 / 逢甲中科 / 科技/傳產/成家",inactive,6744,4236,,,2,1124.5,actions:leadgen.other,2249,250,每日,255,1.171412,1.592068,2026-05-04,進行中
2024-03-16,2026-06-03,30-60/西屯北屯/醫師/美食/常飛國外/精品,inactive,2846,1917,,,1,1217,actions:leadgen.other,1217,250,每日,117,1.054111,1.484611,2026-05-13,進行中
2024-03-16,2026-06-03,30-64/北屯西屯/出口貿易/科技產品-90D廣告互動(排除IG),inactive,3950,2800,1,,1,1416,actions:leadgen.other,1416,200,每日,159,1.21519,1.410714,2026-05-15,進行中
2024-03-16,2026-06-03,"35-54 /西屯南屯北屯太平/ 換屋家庭",inactive,2662,1855,,,1,983,actions:leadgen.other,983,150,每日,105,1.389932,1.43504,2026-05-18,進行中
2024-03-16,2026-06-03,"202508_景立方_高效速成_台中-教育從業者-1510 行銷活動 廣告組合",not_delivering,2796,1801,,,,,,738,200,每日,131,1.180258,1.552471,2025-08-18,進行中
2024-03-16,2026-06-03,"202508_景立方_名單1510-高效速成-西屯北屯-金融業-行銷活動 廣告組合",not_delivering,4651,3063,1,,2,717,actions:leadgen.other,1434,200,每日,245,1.13954,1.518446,2025-08-21,進行中
2024-03-16,2026-06-03,"202508_景立方_名單1510-高效速成-台中-高消費生活-行銷活動 廣告組合",not_delivering,5112,2776,5,,7,286.28571429,actions:leadgen.other,2004,200,每日,315,1.428013,1.841499,2025-08-22,進行中
2024-03-16,2026-06-03,"202508_景立方_名單1510-高效速成-西屯北屯-體育相關-行銷活動 廣告組合",not_delivering,2421,1872,,,1,737,actions:leadgen.other,737,200,每日,101,1.073936,1.293269,2025-08-28,進行中
2024-03-16,2026-06-03,"202509_景立方_名單1510-高效速成-西屯北區北屯-美髮美容相關-行銷活動 行銷活動 廣告組合",not_delivering,1170,1014,,,,,,413,200,每日,46,1.025641,1.153846,2025-09-01,進行中
2024-03-16,2026-06-03,"202509_景立方_名單1510-高效速成-台中-汽車產業-行銷活動 廣告組合",not_delivering,5285,2835,4,,3,716,actions:leadgen.other,2148,200,每日,302,1.192053,1.864198,2025-09-01,進行中
2024-03-16,2026-06-03,30-60/台中/1%+投資興趣,inactive,2783,1728,,,1,2068,actions:leadgen.other,2068,300,每日,133,1.47323,1.610532,2025-09-03,進行中
2024-03-16,2026-06-03,30-60/台中/1%+收藏興趣,inactive,1240,875,,,,,,931,300,每日,73,1.854839,1.417143,2025-09-03,進行中
2024-03-16,2026-06-03,"202509_景立方_名單1510-高效速成-西屯西區北區-珠寶設計 廣告組合",not_delivering,7944,4397,,,4,504.5,actions:leadgen.other,2018,200,每日,327,1.158107,1.806686,2025-09-08,進行中
2024-03-16,2026-06-03,"202509_景立方_名單高校速成-北台中(1001 廣告組合",not_delivering,4813,3140,,,3,1105.33333333,actions:leadgen.other,3316,300,每日,102,0.685643,1.532803,2025-09-22,進行中
2024-03-16,2026-06-03,"202509_景立方_高校速成_后科中科0925 廣告組合",not_delivering,2019,1392,,,,,,1147,250,每日,25,0.544824,1.450431,2025-09-22,進行中
2024-03-16,2026-06-03,"202509_景立方_高校速成_食譜美容 廣告組合",not_delivering,1524,1190,,,,,,1168,250,每日,45,1.509186,1.280672,2025-09-22,進行中
2024-03-16,2026-06-03,28-60/東區太平/自營商/成家/大學教授,inactive,2188,1584,,,,,,1032,400,每日,111,1.965265,1.381313,2025-09-27,進行中
2024-03-16,2026-06-03,30-60/大台中/商業投資興趣,inactive,7441,4578,1,,5,773.6,actions:leadgen.other,3868,200,每日,309,1.102002,1.625382,2025-09-27,進行中
2024-03-16,2026-06-03,"28-65/北屯西屯嶺東/Uber eats/名牌精品/親子教育/百貨公司",inactive,2326,2121,,,,,,911,400,每日,74,1.160791,1.096653,2025-09-27,進行中
2024-03-16,2026-06-03,33-60/豐原車站后科路/換屋需求/教育/投資/戶外活動,inactive,1950,1617,1,,,,,1018,400,每日,87,1.179487,1.205937,2025-09-27,進行中
2024-03-16,2026-06-03,32-65/大台中/投資/銀行/股票/名錶,inactive,1254,967,,,1,792,actions:leadgen.other,792,400,每日,52,1.196172,1.296794,2025-09-29,進行中
2024-03-16,2026-06-03,28-60/大台中/五金傳產/政治,inactive,1124,827,,,,,,789,400,每日,41,1.245552,1.359129,2025-09-29,進行中
2024-03-16,2026-06-03,30-60/大台中/精算師興趣,inactive,3148,2264,1,,2,861.5,actions:leadgen.other,1723,200,每日,107,0.984752,1.390459,2025-10-01,進行中
2024-03-16,2026-06-03,30-60/大台中/社交名流,inactive,8462,5511,1,,6,968,actions:leadgen.other,5808,250,每日,294,1.158119,1.535475,2025-10-01,進行中
2024-03-16,2026-06-03,32-55/北屯北區潭子/親子學區/雙薪換屋/通勤,inactive,2726,2009,,,,,,627,200,每日,102,1.320616,1.356894,2026-05-22,進行中
2024-03-16,2026-06-03,35-60/太平東區/傳統批發/製造物流,inactive,1722,1216,,,,,,483,150,每日,93,2.439024,1.416118,2026-05-22,進行中
2024-03-16,2026-06-03,30-55/北屯豐原潭子/公職/教師/親子,inactive,1030,850,,,,,,248,200,每日,40,1.067961,1.211765,2026-05-25,進行中
2024-03-16,2026-06-03,35-60/太平北區東區/自營商/親子教育/精品,inactive,563,475,,,,,,200,150,每日,23,0.71048,1.185263,2026-05-25,進行中
2024-03-16,2026-06-03,27-60/十期/行銷/小資族,inactive,376,312,,,,,,238,500,每日,22,1.861702,1.205128,2025-10-08,進行中
2024-03-16,2026-06-03,27-60/西屯中科/銀行/精算師,inactive,501,473,,,,,,337,500,每日,8,0.199601,1.059197,2025-10-08,進行中
2024-03-16,2026-06-03,35-55/西屯西區南區/政治/社會議題/投資,inactive,1916,1185,1,,1,1110,actions:leadgen.other,1110,250,每日,85,1.25261,1.616878,2026-01-06,進行中
2024-03-16,2026-06-03,30-55/西屯北屯/高爾夫/精品/運動,inactive,901,601,,,,,,600,250,每日,29,0.887902,1.499168,2026-01-06,進行中
2024-03-16,2026-06-03,35-60/西屯南屯南區/包租公/租賃管理族,inactive,2093,1200,,,1,1110,actions:leadgen.other,1110,250,每日,104,1.290014,1.744167,2026-01-06,進行中
2024-03-16,2026-06-03,30-65/水湳北屯/富人興趣2.0,inactive,1028,846,,,,,,553,250,每日,46,1.55642,1.21513,2026-01-08,進行中
2024-03-16,2026-06-03,30-60/北屯水湳/在地上班族(0116改區域,inactive,9014,5375,1,,6,926.16666667,actions:leadgen.other,5557,250,每日,348,1.408919,1.677023,2026-01-08,進行中
2024-03-16,2026-06-03,25-65/北屯再行銷,inactive,1093,887,,,,,,561,250,每日,40,1.646844,1.232244,2026-01-08,進行中
2024-03-16,2026-06-03,30-60/逢甲中科/科技/傳產/成家(0411,inactive,23822,11261,2,1,20,744.25,actions:leadgen.other,14885,300,每日,1100,1.624549,2.115443,2026-01-11,進行中
2024-03-16,2026-06-03,"33-65 / 靜宜大雅中清 / 家庭興趣(0111調區域",inactive,722,561,,,,,,482,250,每日,19,0.554017,1.286988,2026-01-11,進行中
2024-03-16,2026-06-03,"30-60 / 南台中 / 科技置產男(0111調區域",inactive,646,470,,,,,,468,250,每日,30,1.393189,1.374468,2026-01-11,進行中
2024-03-16,2026-06-03,30-55/西屯水湳太原/汽車/重機愛好者(0124調區域,inactive,2034,1570,1,,,,,1408,300,每日,106,1.917404,1.295541,2026-01-21,進行中
2024-03-16,2026-06-03,28-50/大雅豐原神岡/新婚成家(0124調區域,inactive,1491,1152,,,1,992,actions:leadgen.other,992,300,每日,44,0.73776,1.294271,2026-01-23,進行中
2024-03-16,2026-06-03,27-50/西屯北屯南屯西區/追星/演唱會,inactive,955,783,,,,,,962,300,每日,23,0.942408,1.219668,2026-01-23,進行中
2024-03-16,2026-06-03,35-60/西屯水湳/youtuber/進口代理商/投資興趣,inactive,1175,909,,,,,,946,300,每日,68,1.957447,1.292629,2026-01-26,進行中
2024-03-16,2026-06-03,30-65/台中/台中高總再行銷(0205調,inactive,3688,1279,1,,4,944.5,actions:leadgen.other,3778,200,每日,158,1.111714,2.883503,2026-01-26,進行中
2024-03-16,2026-06-03,30-65/豐原后里潭子/製造業/科技業/自營商/露營,inactive,1293,1011,,,,,,945,300,每日,46,0.773395,1.278932,2026-01-26,進行中
2024-03-16,2026-06-03,28-55/北屯北區潭子/餐飲創辦人(0131調區域,inactive,2081,1305,,,,,,1177,300,每日,60,0.961076,1.594636,2026-01-29,進行中
2024-03-16,2026-06-03,30-60/勤美水湳歌劇院/活動策展人(0204區域調整,inactive,3524,2068,,,2,1066,actions:leadgen.other,2132,300,每日,127,1.220204,1.704062,2026-01-29,進行中
2024-03-16,2026-06-03,"25-55/74沿線/汽車 美容 鍍膜類(0204大調",inactive,3676,2421,,,1,2147,actions:leadgen.other,2147,300,每日,139,1.196953,1.518381,2026-01-29,進行中
2024-03-16,2026-06-03,32-65/豐原潭子中科/台積電/雙薪家庭/理財/旅遊,inactive,8351,4924,,,9,621.88888889,actions:leadgen.other,5597,250,每日,336,1.820141,1.695979,2026-02-05,進行中
2024-03-16,2026-06-03,35-60/豐原后里/質感高收客群,inactive,834,544,,,,,,642,250,每日,19,0.239808,1.533088,2026-02-09,進行中
2024-03-16,2026-06-03,"30-60 / 北屯南屯東區 / 自媒體經營",inactive,5319,2847,,,3,1247,actions:leadgen.other,3741,250,每日,195,1.654446,1.868282,2026-02-09,進行中
2024-03-16,2026-06-03,"27-60 / 西屯北屯北區 / 雙薪首購族(0220調整區域",inactive,6430,3122,1,,3,1362,actions:leadgen.other,4086,250,每日,237,1.664075,2.059577,2026-02-11,進行中
2024-03-16,2026-06-03,"30-55 / 西屯大雅 / 重生活品質(0312調區域",inactive,8936,5061,,,10,639.5,actions:leadgen.other,6395,200,每日,357,1.700985,1.765659,2026-02-20,進行中
2024-03-16,2026-06-03,33-60/北屯潭子/換屋父母,inactive,4102,2750,,,1,2130,actions:leadgen.other,2130,3000,總經費,211,1.292053,1.491636,2025-11-20,2025-11-30
2024-03-16,2026-06-03,30-50/水湳北屯/生技醫學/電子工程/商管/大學教授,inactive,2612,1430,,,1,1429,actions:leadgen.other,1429,3000,總經費,64,0.842266,1.826573,2025-11-20,2025-11-30
2024-03-16,2026-06-03,25-60/台中再行銷,inactive,2204,1501,,,1,1264,actions:leadgen.other,1264,3000,總經費,106,1.497278,1.468354,2025-11-20,2025-11-30
2024-03-16,2026-06-03,30-60/潭子太原/成家+幼兒教育興趣,inactive,1587,1076,,,1,1481,actions:leadgen.other,1481,3000,總經費,50,1.008192,1.474907,2025-11-24,2025-12-03
2024-03-16,2026-06-03,35-60/74沿線/自營商/質感退休生活,inactive,1251,948,,,,,,1028,3000,總經費,69,2.238209,1.31962,2025-11-28,2025-12-08
2024-03-16,2026-06-03,30-60/西屯北屯/精品/社交名流,inactive,1435,1127,,,,,,882,3000,總經費,59,1.533101,1.273292,2025-11-28,2025-12-08
2024-03-16,2026-06-03,30-60/74沿線/財經/愛馬仕,inactive,940,736,,,1,917,actions:leadgen.other,917,3000,總經費,28,0.531915,1.277174,2025-12-01,2025-12-10
2024-03-16,2026-06-03,30-60/西屯北屯/企業/基金,inactive,742,627,,,,,,654,3000,總經費,14,0.808625,1.183413,2025-12-01,2025-12-11
2024-03-16,2026-06-03,30-60/潭子豐原中清路/民俗傳統信仰,inactive,1311,1097,,,,,,753,3000,總經費,58,1.29672,1.195077,2025-12-03,2025-12-11
2024-03-16,2026-06-03,30-60/潭子豐原中清靜宜/倉儲製造,inactive,1499,1260,,,,,,835,3000,總經費,74,1.801201,1.189683,2025-12-03,2025-12-11
2024-03-16,2026-06-03,30-60/北區東區州際/出國跑咖興趣(1208調整,inactive,4048,2900,,,2,1309,actions:leadgen.other,2618,3000,總經費,174,1.136364,1.395862,2025-12-03,2025-12-11
2024-03-16,2026-06-03,28-50/東區北區/年輕買房,inactive,4250,2193,,,2,1302,actions:leadgen.other,2604,250,每日,112,1.294118,1.937985,2026-02-24,進行中
2024-03-16,2026-06-03,35-60/豐原潭子北屯/長輩置產/運動休閒(0303改投放地區,inactive,2975,1328,,,2,1056,actions:leadgen.other,2112,250,每日,80,0.907563,2.240211,2026-02-24,進行中
2024-03-16,2026-06-03,35-55/西屯北區潭子/醫療業務/運動(0303調整投放地區,inactive,2316,1842,,,1,1468,actions:leadgen.other,1468,250,每日,92,1.856649,1.257329,2026-02-24,進行中
2024-03-16,2026-06-03,28-60/西屯北屯北區/國外旅遊,inactive,1230,762,,,,,,983,250,每日,36,0.894309,1.614173,2026-02-28,進行中
2024-03-16,2026-06-03,30-55/中科+北台中/科技業/智慧居家(0310調區域,inactive,3376,1658,,,1,2191,actions:leadgen.other,2191,250,每日,72,0.859005,2.036188,2026-03-04,進行中
2024-03-16,2026-06-03,28-55/中科北屯/軍公教(0312調區域,inactive,3310,1522,,,2,1132,actions:leadgen.other,2264,250,每日,93,1.268882,2.17477,2026-03-04,進行中
2024-03-16,2026-06-03,30-55/北屯東區北區/科技/投資/親子教育,inactive,2306,1286,,,,,,1280,250,每日,45,0.737207,1.793157,2026-03-06,進行中
2024-03-16,2026-06-03,28-55/北屯東區/教職員/文學/傳統家庭(鎖IG+影片版位),inactive,3028,1764,,,,,,1747,200,每日,104,1.089828,1.716553,2026-03-11,進行中
2024-03-16,2026-06-03,35-65/豐原+頭家國小/自營商/食品業(排除IG),inactive,4406,2616,,,1,2743,actions:leadgen.other,2743,200,每日,163,1.611439,1.684251,2026-03-11,進行中
2024-03-16,2026-06-03,30-60/西屯北屯/企業主/高現金流,inactive,6952,3397,,,7,565.71428571,actions:leadgen.other,3960,200,每日,245,1.308976,2.046512,2026-03-13,進行中
2024-03-16,2026-06-03,"28-55 / 南屯西屯 / 成家理財興趣0411調",inactive,7272,3623,,,5,979.8,actions:leadgen.other,4899,300,每日,338,1.883938,2.007176,2026-04-05,進行中
2024-03-16,2026-06-03,"30-60 / 西屯北屯 /製造業/樂高/桌遊",inactive,1082,778,,,,,,830,250,每日,37,1.478743,1.390746,2026-04-30,進行中
2024-03-16,2026-06-03,"28-50 / 潭子洲際中清 /年輕人興趣/上班族/工程師",inactive,1223,751,,,,,,820,250,每日,39,1.06296,1.628495,2026-04-30,進行中
2024-03-16,2026-06-03,30-60/北屯建案再行銷,inactive,1061,619,,,,,,791,3000,總經費,61,1.508011,1.714055,2025-12-02,2025-12-13
2024-03-16,2026-06-03,30-60/西屯北屯西區梧棲/自營商,inactive,1937,1567,,,3,577,actions:leadgen.other,1731,3000,總經費,85,2.219928,1.23612,2025-12-05,2025-12-15
2024-03-16,2026-06-03,30-60/西屯北屯/軍公教(1208調整,inactive,2293,1620,,,,,,1766,3000,總經費,69,1.264719,1.415432,2025-12-05,2025-12-15
2024-03-16,2026-06-03,30-60/西屯北屯烏日后里/科技業,inactive,1617,1232,,,,,,1153,3000,總經費,57,1.236858,1.3125,2025-12-05,2025-12-15
2024-03-16,2026-06-03,28-55/北屯西屯/上班族(1212調整,inactive,1630,1330,,,1,1023,actions:leadgen.other,1023,2500,總經費,67,1.840491,1.225564,2025-12-08,2025-12-20
2024-03-16,2026-06-03,28-55/西屯西區北區/服務業/休閒生活(1212調整,inactive,1607,1366,,,,,,1009,2500,總經費,50,1.182327,1.176428,2025-12-08,2025-12-20
2024-03-16,2026-06-03,30-55/西屯北屯東區/高消費族群,inactive,832,760,,,,,,684,3000,總經費,51,2.884615,1.094737,2025-12-08,2025-12-28
2024-03-16,2026-06-03,28-60/西屯北區北屯/教師/公務員/醫療人員(1212調整,inactive,1402,1095,,,,,,926,2500,總經費,66,1.640514,1.280365,2025-12-10,2025-12-20
2024-03-16,2026-06-03,30-60/西屯北屯/換屋族(1215調整,inactive,1261,975,,,,,,1344,3000,總經費,69,1.348136,1.293333,2025-12-14,2025-12-24
2024-03-16,2026-06-03,"28-65 /南屯大里/ 五金傳產+政治(1215調整",inactive,1424,1169,,,1,1161,actions:leadgen.other,1161,3000,總經費,43,0.912921,1.218135,2025-12-14,2025-12-24
2024-03-16,2026-06-03,30-56/嶺東大慶豐樂公園/律師/診所/教育/科技/量販店,inactive,4174,2776,1,,4,683.75,actions:leadgen.other,2735,3000,總經費,182,1.509344,1.503602,2025-12-14,2025-12-24
