分析報告開始,分析報告結束,廣告名稱,廣告投遞,曝光次數,觸及人數,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",廣告組合預算,廣告組合預算類型,點擊次數（全部）,CTR（全部）,頻率,開始,結束時間
2026-04-09,2026-07-21,0522_北屯表參道A版,inactive,1812,1360,,,,,,627,300,每日,37,2.041943,1.332353,2026-05-20,進行中
2026-04-09,2026-07-21,0508_黑馬B版,not_delivering,474,449,1,1,,,,76,300,每日,17,3.586498,1.055679,2026-05-25,進行中
2026-04-09,2026-07-21,0410_訂簽68萬,not_delivering,8115,6690,3,1,3,669,actions:leadgen.other,2007,300,每日,315,3.881701,1.213004,2026-05-25,進行中
2026-04-09,2026-07-21,0410_訂簽68萬,inactive,1534,1402,,,,,,402,300,每日,62,4.041721,1.094151,2026-05-25,進行中
2026-04-09,2026-07-21,0522_北屯表參道B版,not_delivering,113,94,,,,,,32,300,每日,3,2.654867,1.202128,2026-05-25,進行中
2026-04-09,2026-07-21,0508_黑馬B版,not_delivering,3593,2972,,,1,633,actions:leadgen.other,633,300,每日,57,1.586418,1.20895,2026-05-25,進行中
2026-04-09,2026-07-21,0508_黑馬B版,not_delivering,13650,9079,1,1,7,324,actions:leadgen.other,2268,250,每日,287,2.102564,1.50347,2026-05-26,進行中
2026-04-09,2026-07-21,0522_北屯表參道B版,not_delivering,1438,1175,,,1,369,actions:leadgen.other,369,250,每日,28,1.947149,1.22383,2026-05-26,進行中
2026-04-09,2026-07-21,0410_訂簽68萬,inactive,1069,995,1,,,,,207,250,每日,35,3.274088,1.074372,2026-05-26,進行中
2026-04-09,2026-07-21,0424_南興角地V2,inactive,833,772,,,,,,204,250,每日,13,1.560624,1.079016,2026-05-26,進行中
2026-04-09,2026-07-21,0424_南興角地V2,inactive,9111,6222,,2,6,298.5,actions:leadgen.other,1791,250,每日,206,2.261003,1.46432,2026-05-27,進行中
2026-04-09,2026-07-21,0410_訂簽68萬,inactive,7158,5748,1,1,5,284.4,actions:leadgen.other,1422,250,每日,247,3.450685,1.245303,2026-05-27,進行中
2026-04-09,2026-07-21,0507_黑馬A版,not_delivering,555,469,,,,,,98,3000,總經費,16,2.882883,1.183369,2026-05-08,2026-05-19
2026-04-09,2026-07-21,0507_黑馬A版,not_delivering,1017,831,,,,,,194,3000,總經費,27,2.654867,1.223827,2026-05-08,2026-05-19
2026-04-09,2026-07-21,0508_黑馬B版,inactive,2474,2056,,,,,,435,3000,總經費,56,2.263541,1.203307,2026-05-08,2026-05-19
2026-04-09,2026-07-21,0507_黑馬B版,not_delivering,5068,3885,1,3,3,380.33333333,actions:leadgen.other,1141,3000,總經費,131,2.584846,1.304505,2026-05-05,2026-05-15
2026-04-09,2026-07-21,0430_南興訂簽68萬,not_delivering,167,159,,,,,,32,3000,總經費,4,2.39521,1.050314,2026-05-08,2026-05-19
2026-04-09,2026-07-21,0430_南興訂簽68萬,not_delivering,27,26,,,,,,4,3000,總經費,0,0,1.038462,2026-05-08,2026-05-19
2026-04-09,2026-07-21,0424_南興角地V2,not_delivering,565,539,,,,,,105,3000,總經費,13,2.300885,1.048237,2026-05-08,2026-05-19
2026-04-09,2026-07-21,0410_訂簽68萬,not_delivering,1919,1420,1,,1,436,actions:leadgen.other,436,3000,總經費,61,3.178739,1.351408,2026-05-08,2026-05-18
2026-04-09,2026-07-21,0512_雙捷運,not_delivering,1402,1212,,,,,,445,3000,總經費,41,2.924394,1.156766,2026-05-05,2026-05-15
2026-04-09,2026-07-21,0424_南興角地V2,not_delivering,1329,1225,,,,,,187,2500,總經費,28,2.106847,1.084898,2026-05-12,2026-05-23
2026-04-09,2026-07-21,0512_雙捷運,not_delivering,563,518,,,,,,133,2500,總經費,19,3.374778,1.086873,2026-05-12,2026-05-23
2026-04-09,2026-07-21,0512_雙捷運,not_delivering,406,374,,,,,,109,2500,總經費,10,2.463054,1.085562,2026-05-12,2026-05-23
2026-04-09,2026-07-21,0410_訂簽68萬,not_delivering,994,928,,,,,,229,2500,總經費,37,3.722334,1.071121,2026-05-12,2026-05-23
2026-04-09,2026-07-21,0512_雙捷運,not_delivering,285,225,,,,,,83,3000,總經費,5,1.754386,1.266667,2026-05-08,2026-05-18
2026-04-09,2026-07-21,0512_雙捷運,not_delivering,2871,2172,,,1,592,actions:leadgen.other,592,3000,總經費,72,2.507837,1.321823,2026-05-13,2026-05-24
2026-04-09,2026-07-21,0512_雙捷運,not_delivering,3065,2373,1,,1,639,actions:leadgen.other,639,3000,總經費,70,2.28385,1.291614,2026-05-13,2026-05-24
2026-04-09,2026-07-21,0512_雙捷運,not_delivering,2797,2142,,,1,622,actions:leadgen.other,622,3000,總經費,62,2.216661,1.305789,2026-05-13,2026-05-24
2026-04-09,2026-07-21,0410_訂簽68萬,not_delivering,3887,3332,3,1,,,,902,3000,總經費,127,3.267301,1.166567,2026-05-13,2026-05-24
2026-04-09,2026-07-21,0508_黑馬B版,not_delivering,3411,2718,1,,,,,847,3000,總經費,68,1.99355,1.254967,2026-05-13,2026-05-24
2026-04-09,2026-07-21,0508_黑馬B版,not_delivering,5164,4327,,,1,846,actions:leadgen.other,846,3000,總經費,145,2.807901,1.193437,2026-05-13,2026-05-24
2026-04-09,2026-07-21,0410_訂簽68萬,inactive,3129,1801,3,2,1,610,actions:leadgen.other,610,300,每日,84,2.684564,1.737368,2026-05-20,進行中
2026-04-09,2026-07-21,0508_黑馬B版,inactive,319,207,,,,,,72,300,每日,5,1.567398,1.541063,2026-05-20,進行中
2026-04-09,2026-07-21,0508_黑馬B版,not_delivering,675,613,1,,,,,121,300,每日,14,2.074074,1.101142,2026-05-20,進行中
2026-04-09,2026-07-21,0410_訂簽68萬,not_delivering,4375,3926,2,,1,910,actions:leadgen.other,910,500,每日,149,3.405714,1.114366,2026-05-05,進行中
2026-04-09,2026-07-21,0410_訂簽68萬,not_delivering,2819,2507,3,,2,249,actions:leadgen.other,498,3000,總經費,91,3.228095,1.124452,2026-05-05,2026-05-15
2026-04-09,2026-07-21,0424_南興角地V2,inactive,1507,1326,,,,,,236,3000,總經費,30,1.99071,1.136501,2026-05-05,2026-05-15
2026-04-09,2026-07-21,0424_南興角地V2,inactive,1312,1078,,,,,,195,3000,總經費,31,2.362805,1.217069,2026-05-05,2026-05-15
2026-04-09,2026-07-21,0410_訂簽68萬,inactive,1496,1382,2,,1,341,actions:leadgen.other,341,3000,總經費,49,3.275401,1.082489,2026-05-05,2026-05-15
2026-04-09,2026-07-21,0424_南興角地V2,inactive,5007,3858,,,2,435.5,actions:leadgen.other,871,3000,總經費,139,2.776113,1.297823,2026-05-05,2026-05-15
2026-04-09,2026-07-21,0430_南興訂簽68萬,not_delivering,785,653,,,2,109,actions:leadgen.other,218,3000,總經費,19,2.420382,1.202144,2026-05-05,2026-05-15
2026-04-09,2026-07-21,0430_南興訂簽68萬,not_delivering,176,152,,,,,,46,3000,總經費,2,1.136364,1.157895,2026-05-05,2026-05-15
2026-04-09,2026-07-21,0424_南興角地V2,not_delivering,2073,1845,,,,,,334,3000,總經費,55,2.65316,1.123577,2026-05-06,2026-05-16
2026-04-09,2026-07-21,0430_南興訂簽68萬,not_delivering,80,75,,,,,,16,3000,總經費,1,1.25,1.066667,2026-05-06,2026-05-16
2026-04-09,2026-07-21,0410_訂簽68萬new,not_delivering,922,814,,,1,346,actions:leadgen.other,346,3000,總經費,29,3.145336,1.132678,2026-05-05,2026-05-15
2026-04-09,2026-07-21,0410_訂簽68萬new,not_delivering,4206,3553,1,,2,547,actions:leadgen.other,1094,3000,總經費,137,3.257252,1.183788,2026-05-05,2026-05-15
2026-04-09,2026-07-21,0430_南興訂簽68萬,inactive,26,24,,,,,,3,4000,總經費,0,0,1.083333,2026-05-07,2026-05-17
2026-04-09,2026-07-21,0410_訂簽68萬new,not_delivering,770,716,,,,,,146,4000,總經費,20,2.597403,1.075419,2026-05-07,2026-05-17
2026-04-09,2026-07-21,0430_南興訂簽68萬,inactive,119,102,,,,,,15,4000,總經費,1,0.840336,1.166667,2026-05-07,2026-05-17
2026-04-09,2026-07-21,0410_訂簽68萬new,not_delivering,446,411,,,,,,141,4000,總經費,12,2.690583,1.085158,2026-05-07,2026-05-17
2026-04-09,2026-07-21,0507_黑馬A版,inactive,1311,1110,1,,,,,238,3000,總經費,46,3.508772,1.181081,2026-05-05,2026-05-15
2026-04-09,2026-07-21,0507_黑馬A版,not_delivering,1477,1279,,,,,,268,4000,總經費,62,4.197698,1.154808,2026-05-07,2026-05-17
2026-04-09,2026-07-21,0507_黑馬A版,not_delivering,1034,892,,,,,,183,3000,總經費,30,2.901354,1.159193,2026-05-05,2026-05-15
2026-04-09,2026-07-21,0508_黑馬B版,inactive,6167,4910,1,,2,452,actions:leadgen.other,904,3000,總經費,158,2.562024,1.256008,2026-05-05,2026-05-15
2026-04-09,2026-07-21,0508_黑馬B版,inactive,1670,1503,,,,,,300,4000,總經費,47,2.814371,1.111111,2026-05-07,2026-05-17
2026-04-09,2026-07-21,0507_黑馬A版,not_delivering,14,14,,,,,,1,4000,總經費,0,0,1,2026-05-07,2026-05-17
2026-04-09,2026-07-21,0507_黑馬A版,not_delivering,363,323,,,1,60,actions:leadgen.other,60,3000,總經費,13,3.581267,1.123839,2026-05-08,2026-05-18
2026-04-09,2026-07-21,0508_黑馬B版,inactive,4264,3341,2,,1,712,actions:leadgen.other,712,3000,總經費,105,2.462477,1.276265,2026-05-08,2026-05-18
2026-04-09,2026-07-21,0508_黑馬B版,inactive,2972,2351,,,1,587,actions:leadgen.other,587,3000,總經費,75,2.523553,1.264143,2026-05-08,2026-05-19
