分析報告開始,分析報告結束,廣告組合名稱,廣告組合投遞,曝光次數,觸及人數,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",廣告組合預算,廣告組合預算類型,點擊次數（全部）,CTR（連結點閱率）,頻率,開始,結束時間
2023-06-09,2026-07-09,"25-55 / 沙鹿車站 / 房地產",inactive,1347,1005,,,1,375,actions:leadgen.other,375,200,每日,73,2.895323,1.340299,2026-01-24,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿龍井 / 生活用品",inactive,2423,1556,1,,,,,612,200,每日,69,1.155592,1.557198,2026-01-30,進行中
2023-06-09,2026-07-09,"35-55 / 沙鹿神岡 / 機械五金",inactive,4023,2458,2,,,,,869,300,每日,145,1.317425,1.636697,2026-02-06,進行中
2023-06-09,2026-07-09,"30-50 / 沙鹿梧棲 / 零售批發自營",inactive,4203,1516,1,,1,1096,actions:leadgen.other,1096,150,每日,118,0.927909,2.772427,2026-02-23,進行中
2023-06-09,2026-07-09,35-60/沙鹿梧棲中科西屯/企業主興趣/投資置產,inactive,1588,1114,,,,,,507,250,每日,27,0.755668,1.425494,2026-03-03,2026-03-31
2023-06-09,2026-07-09,30-55/沙鹿中科/單身上班族/理財興趣(0316調區域,inactive,3955,2385,1,,1,1681,actions:leadgen.other,1681,4700,總經費,64,0.556258,1.658281,2026-03-13,2026-03-31
2023-06-09,2026-07-09,30-55/沙鹿西屯/房產興趣,inactive,17704,13033,,,,22.55812169,reach,294,300,總經費,21,0.016945,1.358398,2026-03-13,2026-03-19
2023-06-09,2026-07-09,30-50/沙鹿中科/工程師/理財興趣,inactive,154,140,,,,,,36,3000,總經費,4,,1.1,2026-03-18,2026-03-31
2023-06-09,2026-07-09,"28-60 / 中科沙鹿梧棲 / 工程師 / 置產興趣",inactive,375,279,,,,,,81,250,每日,15,0.533333,1.344086,2026-04-09,2026-04-30
2023-06-09,2026-07-09,"中科 沙鹿 工業區 / 年輕人興趣",inactive,2170,1634,,,2,467,actions:leadgen.other,934,300,每日,35,0.691244,1.328029,2024-08-09,進行中
2023-06-09,2026-07-09,"【1510】沙鹿 清水 梧棲 / 在地興趣 有小孩",not_delivering,8478,3471,,,5,320,actions:leadgen.other,1600,1600,總經費,288,0.507195,2.442524,2025-01-09,2025-01-15
2023-06-09,2026-07-09,"沙鹿&清水+西屯 / 文教設計興趣(0325調)",inactive,3706,2573,,,1,2139,actions:leadgen.other,2139,6600,總經費,95,0.890448,1.440342,2025-03-20,2025-04-15
2023-06-09,2026-07-09,"28-60/沙鹿車站/小學 教育",inactive,3695,1943,,1,,,,762,使用行銷活動預算,0,47,0.37889,1.901698,2025-05-21,2025-05-29
2023-06-09,2026-07-09,"30-65/梧棲 沙鹿/公園綠意&育兒興趣",inactive,5753,3028,,1,1,1382,actions:leadgen.other,1382,300,每日,55,0.451938,1.899934,2025-05-28,進行中
2023-06-09,2026-07-09,"28-65 / 沙鹿東海中科 / 質感興趣(0610調",inactive,3156,1634,,,,,,1251,400,每日,65,1.077313,1.931457,2025-06-09,2025-06-23
2023-06-09,2026-07-09,"32-65 / 沙鹿大雅逢甲東海 / 成家興趣(0702大調",inactive,19210,9425,1,2,8,954,actions:leadgen.other,7632,500,每日,332,0.739198,2.038196,2025-06-18,進行中
2023-06-09,2026-07-09,"1510/ 沙鹿梧棲 / 房地產",inactive,3742,1815,,,,,,1500,300,每日,61,0.320684,2.061708,2025-07-07,進行中
2023-06-09,2026-07-09,"28-60 / 沙鹿梧棲東海 / 1% 自由業(0726放大區域",inactive,5766,3733,,,1,3180,actions:leadgen.other,3180,350,每日,92,0.485605,1.544602,2025-07-22,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿東海中科 / 科技新貴",inactive,6637,4434,,,,,,974,3000,總經費,108,0.452011,1.496843,2025-07-31,2025-08-10
2023-06-09,2026-07-09,"35-60 / 清水沙鹿南屯 / 3C興趣",inactive,4346,3648,,,,,,1104,使用行銷活動預算,0,69,0.66728,1.191338,2025-08-08,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿車站+6 / 年輕人興趣",inactive,3434,1818,,,1,1555,actions:leadgen.other,1555,200,每日,62,0.582411,1.888889,2025-09-02,進行中
2023-06-09,2026-07-09,28-60/清水沙鹿大雅/1%+房地產興趣,inactive,2533,1558,,,1,1755,actions:leadgen.other,1755,300,每日,64,0.868535,1.625802,2025-09-09,進行中
2023-06-09,2026-07-09,"30-55 / 台中市區+沙鹿 / 再行銷",not_delivering,4431,3403,1,,2,845,actions:leadgen.other,1690,使用行銷活動預算,0,143,1.421801,1.302086,2025-09-25,2025-09-26
2023-06-09,2026-07-09,28-60/西屯北屯清水沙鹿中科/1%+精品興趣,inactive,1949,1244,,1,1,1041,actions:leadgen.other,1041,200,每日,47,0.974859,1.56672,2025-09-26,進行中
2023-06-09,2026-07-09,"27-55 / 中科沙鹿梧棲 / 娛樂 串流媒體",inactive,1743,964,,1,,567,actions:onsite_conversion.messaging_conversation_started_7d,567,300,每日,30,0.114745,1.808091,2025-10-22,進行中
2023-06-09,2026-07-09,"30-60 / 梧棲沙鹿東海 / 餐飲 業務",inactive,1604,995,,,,,,786,250,每日,51,1.309227,1.61206,2025-11-01,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿西屯 / 文青",inactive,10019,4300,,6,1,496,actions:onsite_conversion.messaging_conversation_started_7d,2976,200,每日,475,0.618824,2.33,2025-11-07,進行中
2023-06-09,2026-07-09,"30-55 / 沙鹿鹿寮 / 紡織加工業",inactive,3272,1964,,,,,,896,300,每日,106,1.253056,1.665988,2026-02-06,進行中
2023-06-09,2026-07-09,"30-55 / 沙鹿清水中科 / 製造業公務員",inactive,3603,1698,1,,2,870,actions:leadgen.other,1740,300,每日,140,1.470996,2.121908,2026-03-19,進行中
2023-06-09,2026-07-09,"28-60 / 沙鹿車站周邊 / 醫護人員興趣",inactive,25094,10587,2,3,,860.66666667,actions:onsite_conversion.messaging_conversation_started_7d,2582,7500,總經費,393,0.498127,2.370265,2026-04-02,2026-04-30
2023-06-09,2026-07-09,"33-55 / 中科沙鹿梧棲 / 父母興趣-互動(0505調",inactive,10230,7387,,,,11.55639098,actions:post_interaction_gross,1537,3000,總經費,79,0.029326,1.384865,2026-04-29,2026-05-30
2023-06-09,2026-07-09,30-60/沙鹿東海中科/中產階級,inactive,12469,4541,2,4,,823.75,actions:onsite_conversion.messaging_conversation_started_7d,3295,8000,總經費,327,0.842088,2.745871,2026-05-13,2026-06-30
2023-06-09,2026-07-09,30-55/沙鹿東海嶺東/服務業開業,inactive,10576,4443,3,,6,389.66666667,actions:leadgen.other,2338,200,每日,389,1.087368,2.380374,2026-06-05,進行中
2023-06-09,2026-07-09,30-60/沙鹿中科/通勤工程師/旅遊,inactive,7310,3412,,3,,587.66666667,actions:onsite_conversion.messaging_conversation_started_7d,1763,300,每日,362,0.779754,2.142438,2026-06-09,進行中
2023-06-09,2026-07-09,"35-65 / 東海沙鹿 / 護理人員興趣 (1016調",not_delivering,8595,3010,,,8,690.75,actions:leadgen.other,5526,6500,總經費,435,1.815009,2.855482,2024-10-04,2024-10-31
2023-06-09,2026-07-09,"30-55 / 中科 沙鹿 / 年輕人興趣(偏文青/旅遊)",not_delivering,6914,3907,,1,2,800,actions:leadgen.other,1600,1600,總經費,116,0.347122,1.769644,2025-01-09,2025-01-15
2023-06-09,2026-07-09,"沙鹿 東海 大雅 / 成家 家電 優惠",not_delivering,16154,5047,,17,,140.52941176,actions:onsite_conversion.messaging_conversation_started_7d,2389,2400,總經費,487,0.532376,3.200713,2025-01-21,2025-02-09
2023-06-09,2026-07-09,"清水沙鹿 / 藝術興趣",inactive,8856,3847,,,1,1438,actions:leadgen.other,1438,200,每日,148,0.304878,2.302054,2025-01-26,進行中
2023-06-09,2026-07-09,"沙鹿+東海 / 工程師 半導體 科技",inactive,4038,2237,2,2,,353,actions:onsite_conversion.messaging_conversation_started_7d,706,2000,總經費,178,1.213472,1.805096,2025-02-05,2025-02-15
2023-06-09,2026-07-09,"沙鹿 清水 神岡  / 傳產製造 倉儲航運",not_delivering,6154,2839,,4,,249,actions:onsite_conversion.messaging_conversation_started_7d,996,1000,總經費,136,0.536237,2.167665,2025-02-05,2025-02-09
2023-06-09,2026-07-09,"沙鹿&清水+西屯 / 首購新房(0226調)",inactive,9980,4704,3,4,6,594.66666667,actions:leadgen.other,3568,250,每日,258,0.761523,2.121599,2025-02-17,進行中
2023-06-09,2026-07-09,"【1510】-28-60/龍井西屯沙鹿/ 投資興趣",inactive,34398,13626,3,20,26,127.76923077,actions:leadgen.other,3322,100,每日,1224,0.671551,2.524439,2025-05-07,進行中
2023-06-09,2026-07-09,"30-60/沙鹿 弘光 清水/醫療 醫生 護理",inactive,4623,2344,,,1,1025,actions:leadgen.other,1025,4500,總經費,60,0.519143,1.97227,2025-05-15,2025-05-24
2023-06-09,2026-07-09,"30-65 / 沙鹿 梧棲 中港 / 醫療人員 (跑中午後",inactive,10589,6139,,2,3,928.66666667,actions:leadgen.other,2786,4500,總經費,96,0.358863,1.724874,2025-05-18,2025-07-31
2023-06-09,2026-07-09,"【1510】-30-60/龍井沙鹿大肚/ 中高階收入家庭",inactive,1942,1531,,1,1,267,actions:leadgen.other,267,100,每日,49,0.566426,1.268452,2025-06-06,進行中
2023-06-09,2026-07-09,30-60/中科沙鹿/工程師/軟體開發,not_delivering,42577,12778,57,68,2,89.36764706,actions:onsite_conversion.messaging_conversation_started_7d,6077,150,每日,3484,0.991145,3.332055,2025-06-19,2025-08-06
2023-06-09,2026-07-09,"30-60 / 沙鹿梧棲東海 / 1% 新婚",not_delivering,980,753,,,,,,970,300,每日,22,0.714286,1.301461,2025-09-11,2025-09-14
2023-06-09,2026-07-09,(1510)28-45/大甲梧棲清水沙鹿/新婚/訂婚/理財(1001二調),inactive,17494,6502,,,,,,4415,300,每日,256,0.468732,2.690557,2025-09-22,2025-10-22
2023-06-09,2026-07-09,"28-60 / 沙鹿中科 / 1%+房地產(1119+1%)",inactive,20252,7163,2,11,,402.09090909,actions:onsite_conversion.messaging_conversation_started_7d,4423,200,每日,710,0.701165,2.827307,2025-11-03,進行中
2023-06-09,2026-07-09,"30-50 / 純沙鹿 / 金融保險(1119調區域)",inactive,1747,1041,,,,,,989,2500,總經費,41,1.030338,1.678194,2025-11-14,2025-11-30
2023-06-09,2026-07-09,"30-60 / 沙鹿 / 餐廳串流媒體(1201改沙鹿)",inactive,14315,7933,9,1,5,841.8,actions:leadgen.other,4209,200,每日,610,1.404122,1.804488,2025-11-26,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿 / 年輕成家",inactive,4593,1861,,1,,924,actions:onsite_conversion.messaging_conversation_started_7d,924,150,每日,155,1.306336,2.468028,2025-12-02,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿清水 / 公教職員",inactive,984,600,,,1,275,actions:leadgen.other,275,150,每日,16,0.609756,1.64,2026-01-26,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿東海+梧棲 / 家管保母+精品買房興趣(0205調",inactive,6152,2761,1,,1,2506,actions:leadgen.other,2506,300,每日,182,1.235371,2.228178,2026-01-29,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿大雅 / 傳產農業園藝",inactive,1752,1273,,,1,1058,actions:leadgen.other,1058,200,每日,82,2.226027,1.376277,2026-01-30,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿清水 / 公部門職業",inactive,3215,1704,,,,,,728,250,每日,115,1.026439,1.886737,2026-02-03,進行中
2023-06-09,2026-07-09,"30-55 / 沙鹿東海 / 零售批發自營",inactive,71294,16248,12,,33,350.09090909,actions:leadgen.other,11553,200,每日,2340,1.043566,4.387863,2026-03-13,進行中
2023-06-09,2026-07-09,"27-55 / 中科沙鹿梧棲 / 年輕人 科技工業",inactive,15,13,,,,,,0,1500,總經費,0,,1.153846,2026-03-24,2026-03-31
2023-06-09,2026-07-09,"28-55 / 沙鹿清水 / 公教職員",inactive,27131,7673,1,8,,470.125,actions:onsite_conversion.messaging_conversation_started_7d,3761,300,每日,753,0.689248,3.535905,2026-05-21,進行中
2023-06-09,2026-07-09,"30-55 /沙鹿東海中科 /生活質感+高階",inactive,1319,775,,,,,,507,2500,總經費,54,0.45489,1.701935,2024-10-21,2024-10-31
2023-06-09,2026-07-09,"30-65 / 沙鹿 東海 / 餐飲相關",inactive,2249,1342,,,,,,428,140,每日,92,0.53357,1.675857,2024-12-30,進行中
2023-06-09,2026-07-09,"沙鹿 東海 大雅 / 成家 家電 優惠",inactive,9262,3705,,4,,489.25,actions:onsite_conversion.messaging_conversation_started_7d,1957,250,每日,250,0.572231,2.499865,2025-02-10,進行中
2023-06-09,2026-07-09,"30-55 /沙鹿梧棲在地 //年輕人興趣 - 複本",not_delivering,895,600,,,,,,587,850,總經費,22,0.893855,1.491667,2025-02-25,2025-02-28
2023-06-09,2026-07-09,"30-55 /沙鹿梧棲中科 / 科技業生活興趣 (佳鋐新邑受眾)",inactive,2612,1597,,,,,,510,3000,總經費,50,0.689127,1.635567,2025-05-19,2025-05-29
2023-06-09,2026-07-09,"【1510】-28-60/龍井沙鹿/ 在地創業家庭",inactive,8599,4561,3,6,5,187.8,actions:leadgen.other,939,100,每日,253,0.569834,1.885332,2025-06-02,進行中
2023-06-09,2026-07-09,"32-65 / 沙鹿大雅逢甲東海 / 成家興趣(0627微調",inactive,15896,7419,8,6,,671.83333333,actions:onsite_conversion.messaging_conversation_started_7d,4031,400,每日,424,0.427781,2.142607,2025-06-21,進行中
2023-06-09,2026-07-09,"30-65 / 沙鹿龍井清水 / 1% 科技(0804調受眾)",inactive,7264,4349,,1,2,2022,actions:leadgen.other,4044,200,每日,129,0.564427,1.670269,2025-07-31,進行中
2023-06-09,2026-07-09,"30-65 / 沙鹿龍井清水 / 1% 科技商業",inactive,1783,858,,,,,,520,400,每日,51,0.168256,2.078089,2025-07-31,進行中
2023-06-09,2026-07-09,30-60/沙鹿沙鹿中科/傳產/在地公務員/小學老師,inactive,5830,3309,,,,,,846,使用行銷活動預算,0,127,0.463122,1.761862,2025-08-08,進行中
2023-06-09,2026-07-09,"28-60 / 沙鹿+6 / 591+房地產",not_delivering,7940,3752,,1,3,540.66666667,actions:leadgen.other,1622,250,每日,306,0.81864,2.116205,2025-09-03,2025-09-14
2023-06-09,2026-07-09,"27-50 / 清水梧棲沙鹿龍井 / 服務製造軍公教",inactive,3208,2298,,,,,,918,300,每日,68,0.654613,1.395997,2025-09-05,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿梧棲東海 / 1% 行動支付",not_delivering,3559,2374,,3,5,1104.33333333,actions:leadgen.other,3313,500,每日,87,1.039618,1.499158,2025-09-05,2025-09-14
2023-06-09,2026-07-09,28-60/清水沙鹿大雅/1%+中小企業主,inactive,1529,1019,,,,,,909,300,每日,35,0.981033,1.500491,2025-09-15,進行中
2023-06-09,2026-07-09,"30-55 / 台中市區+沙鹿 / 企業投資",not_delivering,1865,1643,1,,,,,533,使用行銷活動預算,0,55,1.179625,1.135119,2025-09-25,2025-09-26
2023-06-09,2026-07-09,"27-55 / 沙鹿西屯 / 設計 金融 教育",inactive,5658,3739,,4,1,417.75,actions:onsite_conversion.messaging_conversation_started_7d,1671,5000,總經費,59,0.4772,1.513239,2025-10-28,2025-11-16
2023-06-09,2026-07-09,"28-55 / 清水沙鹿東海 / 生活娛樂",inactive,2965,1520,,3,,290.66666667,actions:onsite_conversion.messaging_conversation_started_7d,872,200,每日,172,1.618887,1.950658,2025-11-01,進行中
2023-06-09,2026-07-09,(1510)32-60/大甲沙鹿外埔后科/科技業/工程師/成家(1118調),inactive,17431,6698,,1,5,974.6,actions:leadgen.other,4873,300,每日,402,0.837588,2.602419,2025-11-03,2025-11-22
2023-06-09,2026-07-09,"28-55 / 沙鹿 / 保險房產 美食商家管理員",inactive,5140,3140,2,,2,1129.5,actions:leadgen.other,2259,250,每日,170,1.284047,1.636943,2025-11-17,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿西屯 / 新婚上班族",inactive,2366,1709,,,,,,589,200,每日,162,1.141167,1.384435,2025-11-17,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿清水 / 公教職員(1201+清水)",not_delivering,39910,12147,9,23,,267.95652174,actions:onsite_conversion.messaging_conversation_started_7d,6163,200,每日,1474,0.553746,3.285585,2025-11-21,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿清水 / 公教職員",inactive,1030,635,,,,,,253,150,每日,30,1.456311,1.622047,2026-01-28,進行中
2023-06-09,2026-07-09,"28-40 / 沙鹿靜宜 / 首購 / 成家",inactive,5624,3054,,2,,557.5,actions:onsite_conversion.messaging_conversation_started_7d,1115,5000,總經費,88,0.640114,1.841519,2026-04-13,2026-04-30
2023-06-09,2026-07-09,35-64/沙鹿龍井/在地上班族/生活品質/父母,inactive,8555,4105,,,,,,1423,5000,總經費,107,0.350672,2.084044,2026-05-08,2026-05-31
2023-06-09,2026-07-09,"東海 沙鹿 清水 / 餐飲業",inactive,1570,1420,,,1,707,actions:leadgen.other,707,300,每日,24,0.828025,1.105634,2024-08-26,進行中
2023-06-09,2026-07-09,"35-65 / 沙鹿在地 / 年輕人興趣(凹豆)",inactive,5679,2164,1,1,,1042,actions:onsite_conversion.messaging_conversation_started_7d,1042,2200,總經費,221,0.862828,2.624307,2024-10-08,2024-10-21
2023-06-09,2026-07-09,"32-65/中科沙鹿 /醫生興趣/投資置產",not_delivering,836,418,,1,,233,actions:onsite_conversion.messaging_conversation_started_7d,233,6000,總經費,30,0.717703,2,2025-03-07,2025-04-06
2023-06-09,2026-07-09,"沙鹿&大雅豐原 / 置產/理財/旅遊",inactive,2378,1630,,,,,,902,1600,總經費,53,0.841043,1.458896,2025-03-10,2025-03-15
2023-06-09,2026-07-09,30-65/沙鹿清水中科/投資置產/包租,inactive,5977,3834,,,1,1970,actions:leadgen.other,1970,3000,總經費,75,0.384808,1.558946,2025-03-14,2025-03-23
2023-06-09,2026-07-09,30-65/沙鹿龍井/傳統信仰/工程,not_delivering,2266,1460,,1,,446,actions:onsite_conversion.messaging_conversation_started_7d,446,800,總經費,83,1.059135,1.552055,2025-06-04,2025-06-06
2023-06-09,2026-07-09,"1510/ 沙鹿梧棲在地 / 公務員興趣",inactive,3881,2531,,,,,,908,400,每日,73,0.386498,1.533386,2025-06-24,進行中
2023-06-09,2026-07-09,"30-65 / 沙鹿龍井 / 餐飲+零售",inactive,5618,2908,,,,,,1665,200,每日,112,0.836597,1.931912,2025-08-06,進行中
2023-06-09,2026-07-09,"30-60 / 梧棲沙鹿清水 / 開店投資",inactive,978,829,,,,,,201,200,每日,39,0.817996,1.179735,2025-08-25,進行中
2023-06-09,2026-07-09,28-60/西屯清水沙鹿中科/1%+收藏興趣,inactive,3160,1715,,,1,1556,actions:leadgen.other,1556,200,每日,40,0.727848,1.842566,2025-09-23,進行中
2023-06-09,2026-07-09,28-60/清水沙鹿龍井/教師/公務員,inactive,5798,3450,,,2,604.5,actions:leadgen.other,1209,190,每日,97,0.741635,1.68058,2025-10-07,進行中
2023-06-09,2026-07-09,(1510)28-60/大甲梧棲清水沙鹿/傳統信仰/成家(1028二調),inactive,54971,14541,3,6,9,1055.25,actions:leadgen.other,8442,300,每日,1729,0.765858,3.780414,2025-10-07,2025-11-22
2023-06-09,2026-07-09,"27-55 / 中科沙鹿梧棲 / 年輕人 科技工業(1027TA)",inactive,5624,2997,,6,,276.33333333,actions:onsite_conversion.messaging_conversation_started_7d,1658,300,每日,116,0.3734,1.876543,2025-10-17,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿 / 保護服務(1114+登山+成家興趣",inactive,3860,2101,,,1,1773,actions:leadgen.other,1773,250,每日,101,1.26943,1.83722,2025-11-13,進行中
2023-06-09,2026-07-09,"28-60 / 沙鹿 / 軍公教",inactive,7073,2653,,3,,435,actions:onsite_conversion.messaging_conversation_started_7d,1305,100,每日,171,0.565531,2.666038,2025-12-08,進行中
2023-06-09,2026-07-09,"30-45 / 沙鹿大雅 / 中小學教師",inactive,5146,3549,2,,1,1486,actions:leadgen.other,1486,300,每日,217,1.204819,1.449986,2026-02-06,進行中
2023-06-09,2026-07-09,"27-55 / 中科沙鹿梧棲 / 年輕人 科技工業",inactive,2139,1414,1,,,,,470,3000,總經費,43,0.280505,1.51273,2026-05-08,2026-05-31
2023-06-09,2026-07-09,30-50/沙鹿東海中科/成家/雙薪家庭,inactive,15759,6844,2,3,,849,actions:onsite_conversion.messaging_conversation_started_7d,2547,9100,總經費,320,0.653595,2.302601,2026-05-26,2026-06-30
2023-06-09,2026-07-09,30-55/沙鹿梧棲南屯/傳產/自營商/餐飲業,inactive,11133,4806,1,5,,543,actions:onsite_conversion.messaging_conversation_started_7d,2715,300,每日,639,1.751549,2.316479,2026-06-15,進行中
2023-06-09,2026-07-09,35-56/新光田沙鹿東海/保險金融業務主管,inactive,5789,2504,,,,,,521,100,每日,418,1.485576,2.311901,2026-06-22,進行中
2023-06-09,2026-07-09,28-55/沙鹿+6/學區/教育/家庭首購,inactive,2978,1840,,,,,,507,300,每日,124,0.80591,1.618478,2026-06-24,進行中
2023-06-09,2026-07-09,35-56/新光田沙鹿東海/餐飲/服務業,not_delivering,548,468,,,,5.59090909,actions:post_interaction_gross,123,33,每日,14,0.547445,1.17094,2026-06-26,進行中
2023-06-09,2026-07-09,"35-65 / 清水沙鹿 / 工業製造+年輕育兒",not_delivering,29475,5780,16,32,,156.25,actions:onsite_conversion.messaging_conversation_started_7d,5000,5000,總經費,1483,1.041561,5.099481,2024-09-09,2024-10-08
2023-06-09,2026-07-09,"西屯(74外) 海線(沙鹿、龍井) 中科 / 精算 會計 管理層",inactive,7406,2646,1,5,,338.6,actions:onsite_conversion.messaging_conversation_started_7d,1693,2400,總經費,219,0.5266,2.798942,2025-01-16,2025-01-25
2023-06-09,2026-07-09,"30-65 / 沙鹿 清水 神岡  / 進出口貿易",inactive,25266,8833,3,8,,547.5,actions:onsite_conversion.messaging_conversation_started_7d,4380,300,每日,529,0.391831,2.86041,2025-04-22,進行中
2023-06-09,2026-07-09,30-65/沙鹿龍井/醫護人員興趣,not_delivering,9659,3941,2,4,,413.25,actions:onsite_conversion.messaging_conversation_started_7d,1653,2000,總經費,261,0.828243,2.450901,2025-05-16,2025-06-06
2023-06-09,2026-07-09,"28-60 /沙鹿 東海 / 科技業生活興趣2",not_delivering,30280,14112,,1,7,1173.71428571,actions:leadgen.other,8216,使用行銷活動預算,0,393,0.591149,2.145692,2025-05-21,進行中
2023-06-09,2026-07-09,"沙鹿中科 科技興趣",not_delivering,128623,33826,2,3,,0.14297683,video_thruplay_watched_actions,12117,100,每日,733,0.34986,3.802489,2025-06-19,2025-09-14
2023-06-09,2026-07-09,(沙鹿梧棲)1%+醫護人員,inactive,4630,2083,,,1,1357,actions:onsite_conversion.lead_grouped,1357,5000,總經費,76,0.820734,2.222756,2025-06-24,2025-07-04
2023-06-09,2026-07-09,"30-65 / 沙鹿 梧棲 清水 /1%+出口貿易",inactive,17016,6594,1,3,6,829.83333333,actions:onsite_conversion.lead_grouped,4979,7500,總經費,266,0.523037,2.580528,2025-06-30,2025-07-17
2023-06-09,2026-07-09,"30-65/ 沙鹿 東海 大雅 / 成家 家電 優惠",inactive,3125,2107,,,,,,472,300,每日,35,0.384,1.483151,2025-07-12,進行中
2023-06-09,2026-07-09,"30-65 / 沙鹿澄清龍井 / 通勤+新婚+戶外",inactive,5264,3108,,1,1,2114,actions:leadgen.other,2114,200,每日,65,0.398936,1.693694,2025-08-06,進行中
2023-06-09,2026-07-09,"30-60 / 清水龍井沙鹿 / 生活品質",inactive,3918,2138,2,,,,,986,200,每日,118,0.484941,1.832554,2025-08-07,進行中
2023-06-09,2026-07-09,"28-60 / 沙鹿西屯 / 醫療人員",inactive,832,646,,,,,,206,200,每日,32,0.961538,1.287926,2025-08-25,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿清水梧棲 / 航空業 地勤",inactive,652,354,,1,1,216,actions:onsite_conversion.messaging_conversation_started_7d,216,300,每日,10,0.153374,1.841808,2025-10-23,進行中
2023-06-09,2026-07-09,"30-60/ 沙鹿靜宜5K / 591買房興趣(1128擴大+1%)",inactive,14915,6916,1,7,,450.57142857,actions:onsite_conversion.messaging_conversation_started_7d,3154,150,每日,739,0.871606,2.156593,2025-11-13,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿 / 公教職員",inactive,6626,3053,,5,,275.8,actions:onsite_conversion.messaging_conversation_started_7d,1379,200,每日,266,1.267733,2.170324,2025-11-20,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿南屯 / 五金日用品",inactive,2525,1420,,1,,734,actions:onsite_conversion.messaging_conversation_started_7d,734,200,每日,82,0.39604,1.778169,2026-01-09,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿北區烏日 / 商業行銷(0203+地點興趣)",inactive,14447,7880,5,,7,398,actions:leadgen.other,2786,100,每日,326,0.574514,1.833376,2026-01-29,進行中
2023-06-09,2026-07-09,"30-55 / 沙鹿 / 物流建築工程",inactive,2603,1628,,,,,,994,250,每日,59,0.96043,1.598894,2026-02-05,進行中
2023-06-09,2026-07-09,"28-60 / 沙鹿清水 / 市場商家",not_delivering,9888,4251,,,3,501.33333333,actions:leadgen.other,1504,300,每日,328,0.9911,2.326041,2026-03-26,2026-03-31
2023-06-09,2026-07-09,"30-55 / 沙鹿清水中科 / 單身族",inactive,1241,937,,,,,,590,300,每日,36,1.369863,1.32444,2026-03-31,進行中
2023-06-09,2026-07-09,"30-55/沙鹿+東海＋新光田/ 直銷/電商/業務",inactive,3214,1220,,,1,1562,actions:leadgen.other,1562,200,每日,82,0.902302,2.634426,2026-05-05,進行中
2023-06-09,2026-07-09,"28-55 / 沙鹿清水 / 公教職員",inactive,1935,914,,,,,,689,150,每日,63,1.033592,2.117068,2026-05-07,進行中
2023-06-09,2026-07-09,30-60/沙鹿東海中科/單身上班族/寵物,inactive,33134,12603,1,6,,942.5,actions:onsite_conversion.messaging_conversation_started_7d,5655,6300,總經費,601,0.63379,2.629057,2026-05-28,2026-07-07
2023-06-09,2026-07-09,"30-65 /沙鹿在地 / 室內裝潢設計",inactive,4510,2308,2,,3,554,actions:leadgen.other,1662,3500,總經費,183,1.707317,1.954073,2024-08-21,2024-09-20
2023-06-09,2026-07-09,"沙鹿+東海 / 工程師 半導體 科技",not_delivering,17475,6591,1,27,,133.25925926,actions:onsite_conversion.messaging_conversation_started_7d,3598,3600,總經費,611,0.755365,2.651343,2025-01-22,2025-02-04
2023-06-09,2026-07-09,"沙鹿&清水+西屯 / 首購/換屋/寵物",inactive,1785,1260,,1,1,822,actions:leadgen.other,822,1500,總經費,52,0.896359,1.416667,2025-03-10,2025-03-15
2023-06-09,2026-07-09,"40-65/中科沙鹿 /醫生興趣/投資置產(0415調)",not_delivering,715,504,,,,,,117,6000,總經費,18,0.559441,1.418651,2025-05-07,2025-06-06
2023-06-09,2026-07-09,30-60/沙鹿靜宜/富二代8+9,inactive,3771,2605,1,,,,,938,400,每日,37,0.2917,1.447601,2025-05-26,進行中
2023-06-09,2026-07-09,【1510】-35-60/龍井沙鹿/公務員/成家換屋,inactive,3709,2497,2,,,,,487,100,每日,106,0.700998,1.485382,2025-06-06,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿梧棲龍井 / 1% 食品加工(0726調整輪廓",inactive,10195,5573,,,,,,3124,350,每日,130,0.480628,1.829356,2025-07-22,進行中
2023-06-09,2026-07-09,"30-60 / 沙鹿梧棲東海 / 1% 小學幼稚園",inactive,1107,883,,,,,,905,300,每日,19,0.542005,1.253681,2025-09-08,進行中
