分析報告開始,分析報告結束,廣告組合名稱,廣告組合投遞,曝光次數,觸及人數,貼文留言數,訊息對話開始次數,潛在顧客,每次成果成本,成果指標,"花費金額 (TWD)",廣告組合預算,廣告組合預算類型,點擊次數（全部）,CTR（全部）,頻率,粉絲專頁互動,開始,結束時間
2025-10-28,2026-06-01,"30-50 / 北屯潭子 / 軍公教",inactive,4072,3331,,,,,,1953,300,每日,81,1.989195,1.222456,724,2026-02-13,進行中
2025-10-28,2026-06-01,"30-45 / 北屯北區 / 業務性質",inactive,5407,4564,,,1,1878,actions:leadgen.other,1878,300,每日,75,1.387091,1.184706,696,2026-02-13,進行中
2025-10-28,2026-06-01,"30-50/ 北屯潭子/ 金融投資(0317改地點)",inactive,8236,5587,1,,5,864,actions:leadgen.other,4320,300,每日,178,2.161243,1.474136,1492,2026-03-04,進行中
2025-10-28,2026-06-01,"30-50 / 中科中清 / 銀行保險業(0317改地點)",inactive,13023,9249,1,,5,942.6,actions:leadgen.other,4713,300,每日,193,1.481993,1.408044,1912,2026-03-04,進行中
2025-10-28,2026-06-01,"30-45 / 東區北區 / 零售批發自營",inactive,1465,1200,,,,,,888,300,每日,33,2.25256,1.220833,267,2026-03-06,進行中
2025-10-28,2026-06-01,"30-50 / 北屯潭子/ 美食娛樂",inactive,1411,1154,,,,,,886,300,每日,42,2.976612,1.222704,286,2026-03-06,進行中
2025-10-28,2026-06-01,"30-50 / 北屯潭子 / 出口貿易汽車",inactive,1234,953,,,,,,740,300,每日,35,2.836305,1.294858,261,2026-03-09,進行中
2025-10-28,2026-06-01,"30-50 / 北屯西屯 / 銷售業務",inactive,2081,1664,,,,,,927,300,每日,37,1.777991,1.250601,341,2026-03-09,進行中
2025-10-28,2026-06-01,"35-55 / 北屯太平 / 網路時事長輩",inactive,1522,1014,,,,,,700,300,每日,28,1.839685,1.500986,289,2026-03-09,進行中
2025-10-28,2026-06-01,"30-50 / 中科中清 / 程式運動電玩",inactive,3106,1876,,,1,1468,actions:leadgen.other,1468,300,每日,53,1.706375,1.65565,524,2026-03-11,進行中
2025-10-28,2026-06-01,"30-50 / 北屯潭子 / 自由業",inactive,4650,3174,,,3,702.33333333,actions:leadgen.other,2107,300,每日,74,1.591398,1.465028,917,2026-03-11,進行中
2025-10-28,2026-06-01,"28-45 / 北區西區東區 / 美業社群精品(0317+東區)",inactive,3266,2111,,,1,1786,actions:leadgen.other,1786,300,每日,54,1.653399,1.547134,491,2026-03-12,進行中
2025-10-28,2026-06-01,"30-50 / 北屯潭子 / 水電弱電成家",inactive,1550,1242,,,,,,816,300,每日,28,1.806452,1.247987,278,2026-03-16,進行中
2025-10-28,2026-06-01,"30-50 / 北屯北區 / 自由業(0401+地點興趣)",inactive,13792,9246,1,,9,779.33333333,actions:leadgen.other,7014,300,每日,273,1.979408,1.491672,2263,2026-03-18,進行中
2025-10-28,2026-06-01,"30-50 / 西區西屯 / 視覺設計",inactive,3608,2529,,,1,1887,actions:leadgen.other,1887,300,每日,56,1.552106,1.426651,604,2026-03-18,進行中
2025-10-28,2026-06-01,"30-50 / 中科中清 / 通勤製造業",inactive,3056,2178,,,1,1896,actions:leadgen.other,1896,300,每日,65,2.126963,1.403122,546,2026-03-18,進行中
2025-10-28,2026-06-01,"30-55 / 潭子豐原 / 金融投資",inactive,2762,1977,,,,,,1515,300,每日,54,1.955105,1.397066,616,2026-03-18,進行中
2025-10-28,2026-06-01,"30-50 / 北屯潭子 / 食品研發化工",inactive,4272,2779,,,2,1095,actions:leadgen.other,2190,300,每日,92,2.153558,1.537244,713,2026-03-20,進行中
2025-10-28,2026-06-01,"30-50 / 中清崇德 / 財會公務員",inactive,1532,1280,,,,,,907,300,每日,31,2.023499,1.196875,281,2026-03-20,進行中
2025-10-28,2026-06-01,"28-50 / 中科中清 / 台積電/旅遊/滑雪(0324調興趣)",inactive,9421,5810,,,3,1587.33333333,actions:leadgen.other,4762,300,每日,142,1.507271,1.621515,1374,2026-03-23,進行中
2025-10-28,2026-06-01,"35-60 / 樹孝軍功 / 美食文教職業(0324調興趣)",inactive,1438,1129,,,,,,948,300,每日,28,1.947149,1.273694,308,2026-03-23,進行中
2025-10-28,2026-06-01,"30-50 / 北屯太平 / 上班族戶外運動",inactive,1811,1390,,,,,,977,300,每日,35,1.932634,1.302878,334,2026-03-24,進行中
2025-10-28,2026-06-01,"30-50 / 北屯74 / 業務通勤",inactive,10956,7758,,,7,729,actions:leadgen.other,5103,300,每日,147,1.341731,1.41222,1635,2026-03-24,進行中
2025-10-28,2026-06-01,"30-50 / 大台中 / 金融投資",inactive,8549,5798,,,7,645.28571429,actions:leadgen.other,4517,300,每日,173,2.023628,1.474474,1608,2026-03-26,進行中
2025-10-28,2026-06-01,"30-50 / 北區西屯 / 櫃哥櫃姐",inactive,2661,2283,,,,,,1158,300,每日,28,1.052236,1.165572,371,2026-03-26,進行中
2025-10-28,2026-06-01,"28-45 / 北屯潭子 / 流行娛樂房產",inactive,2491,1862,,,,,,1489,300,每日,54,2.167804,1.337809,384,2026-03-27,進行中
2025-10-28,2026-06-01,"30-50 / 東區中區 / 餐飲零售業",inactive,3561,2303,,,,,,1521,300,每日,88,2.471216,1.546244,696,2026-03-27,進行中
2025-10-28,2026-06-01,"30-50 / 北屯74 / 電商自營/美食",inactive,2467,1746,,,,,,1791,300,每日,55,2.229428,1.412944,483,2026-04-01,進行中
2025-10-28,2026-06-01,"28-45 / 洲際中清 / 科技業/年輕人",inactive,3164,2377,,,,,,1789,300,每日,48,1.517067,1.33109,451,2026-04-01,進行中
2025-10-28,2026-06-01,"30-50 / 北屯74 / 上班族/運動娛樂",inactive,1197,1054,,,,,,707,300,每日,17,1.420217,1.135674,175,2026-04-08,進行中
2025-10-28,2026-06-01,"40-60 / 北屯潭子 / 長輩/戶外活動(FB)",inactive,960,724,,,,,,658,300,每日,24,2.5,1.325967,235,2026-04-08,進行中
2025-10-28,2026-06-01,"30-50 / 74星巴克 / 財顧/保險/銀行",inactive,1232,907,,,,,,1058,300,每日,22,1.785714,1.358324,231,2026-04-10,進行中
2025-10-28,2026-06-01,"28-45/ 北屯潭子/ 在地成家",inactive,1605,1121,,,1,1404,actions:leadgen.other,1404,3000,總經費,24,1.495327,1.431757,235,2026-01-22,2026-02-01
2025-10-28,2026-06-01,"40-65/ 北屯潭子/ 退休客群(排除IG)",inactive,1695,1180,,,1,1730,actions:leadgen.other,1730,3000,總經費,75,4.424779,1.436441,468,2026-01-22,2026-02-01
2025-10-28,2026-06-01,"33-58/ 東區太平/ 在地家庭主婦(純女)(0124調區域",inactive,1913,1426,,,,,,1538,3000,總經費,70,3.659174,1.341515,472,2026-01-22,2026-02-01
2025-10-28,2026-06-01,"30-60/ 洲際潭子/ 傳產製造貿易(0124調區域",inactive,1670,1307,,,1,1567,actions:leadgen.other,1567,3000,總經費,48,2.874252,1.277735,334,2026-01-22,2026-02-01
2025-10-28,2026-06-01,"30-60/ 中科中清/ 傳產製造食品加工",inactive,3404,2340,1,,5,599.8,actions:leadgen.other,2999,3000,總經費,103,3.025852,1.454701,723,2026-01-22,2026-02-01
2025-10-28,2026-06-01,"30-55 / 北屯西屯 / 行銷設計自由業",inactive,1065,766,,1,,,,1346,3000,總經費,31,2.910798,1.390339,208,2026-01-26,2026-02-06
2025-10-28,2026-06-01,"30-55 / 北屯潭子 / 小家庭儲蓄美食",inactive,3573,2587,,,4,926.5,actions:leadgen.other,3706,5000,總經費,127,3.554436,1.381136,784,2026-01-26,2026-02-14
2025-10-28,2026-06-01,"30-65 / 北屯潭子 / 軍公教(0202大調",inactive,4620,3717,,,5,851.4,actions:leadgen.other,4257,7000,總經費,148,3.203463,1.242938,1204,2026-01-29,2026-02-22
2025-10-28,2026-06-01,"35-60 / 北屯北區東區 / 投資置產+退休企業主(0202大調/排除IG)",inactive,2267,1770,1,,1,2366,actions:leadgen.other,2366,3000,總經費,87,3.837671,1.280791,607,2026-01-29,2026-02-09
2025-10-28,2026-06-01,"30-55/ 中科中清/ 出國流行文化",inactive,1656,1328,1,,,,,1475,3000,總經費,43,2.596618,1.246988,340,2026-01-29,2026-02-09
2025-10-28,2026-06-01,30-60/大台中/重視生活質感+父母,inactive,1810,1483,,,1,1321,actions:leadgen.other,1321,3000,總經費,42,2.320442,1.220499,330,2026-02-02,2026-02-13
2025-10-28,2026-06-01,"28-50 / 中科中清 / 年輕買房(0304改地點)",inactive,25455,18085,,,11,888,actions:leadgen.other,9768,11000,總經費,375,1.473188,1.40752,3341,2026-02-02,2026-04-18
2025-10-28,2026-06-01,"28-50 / 北屯北區 / 離鄉上班族",inactive,1840,1547,,,1,1417,actions:leadgen.other,1417,3000,總經費,37,2.01087,1.189399,320,2026-02-02,2026-02-13
2025-10-28,2026-06-01,"30-45 / 西屯西區 / 業務性質",inactive,5015,4020,1,,3,728,actions:leadgen.other,2184,3000,總經費,72,1.435693,1.247512,641,2026-02-06,2026-02-17
2025-10-28,2026-06-01,"30-55 / 北屯潭子 / 自營商投資客",inactive,1335,1169,1,,,,,930,3000,總經費,37,2.771536,1.142002,239,2026-02-06,2026-02-17
2025-10-28,2026-06-01,"28-45 / 北屯 / 醫療業",inactive,4492,3554,,,2,1101,actions:leadgen.other,2202,3000,總經費,94,2.092609,1.263928,631,2026-02-06,2026-02-17
2025-10-28,2026-06-01,"35-60 / 潭子北屯太平 / 子女置產",inactive,981,826,,,,,,1034,3000,總經費,25,2.54842,1.187651,275,2026-02-06,2026-02-17
2025-10-28,2026-06-01,"30-55 / 北屯太平潭子 /  會計金融休閒",inactive,2745,2183,,,1,1438,actions:leadgen.other,1438,3000,總經費,63,2.295082,1.257444,528,2026-02-09,2026-02-20
2025-10-28,2026-06-01,"30-55 / 北屯潭子 / 換工作搬遷",inactive,2596,2117,,,1,1369,actions:leadgen.other,1369,3000,總經費,73,2.812018,1.226264,576,2026-02-09,2026-02-20
2025-10-28,2026-06-01,"28-45 / 十期 / 小家庭自營商",inactive,1928,1438,,,1,1150,actions:leadgen.other,1150,300,每日,39,2.022822,1.340751,318,2026-04-10,進行中
2025-10-28,2026-06-01,"30-55 / 北屯 / 小學教師/心理學",inactive,1306,932,,,,,,1096,300,每日,31,2.37366,1.401288,246,2026-04-10,進行中
2025-10-28,2026-06-01,"28-45 / 北屯潭子 / 運動員/體育賽事",inactive,2283,1852,,,1,1131,actions:leadgen.other,1131,300,每日,32,1.401664,1.232721,334,2026-04-10,進行中
2025-10-28,2026-06-01,"35-60 / 水湳北屯 / 中年興趣/品酒",inactive,69,63,,,,,,59,300,每日,3,4.347826,1.095238,16,2026-04-13,進行中
2025-10-28,2026-06-01,"35-60 / 水湳西屯 / 醫護/理財/運動",inactive,1,1,,,,,,0,300,每日,0,0,1,1,2026-04-13,進行中
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 / 3零售1房產",inactive,4488,4029,,,2,959,actions:leadgen.other,1918,3000,總經費,84,1.871658,1.113924,843,2025-12-17,2025-12-29
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 / 3汽車業1房產",inactive,956,925,,,,,,391,3000,總經費,14,1.464435,1.033514,184,2025-12-17,2025-12-28
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 / 3傳產1房產",inactive,814,786,,,,,,389,3000,總經費,15,1.842752,1.035623,140,2025-12-17,2025-12-28
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 / 3金融1房產",inactive,8909,7006,2,,8,524,actions:leadgen.other,4192,4500,總經費,232,2.604108,1.271624,1623,2025-12-19,2026-01-08
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 / 3教育1房產",inactive,2910,2558,,,1,1529,actions:leadgen.other,1529,3000,總經費,68,2.33677,1.137608,497,2025-12-19,2025-12-31
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 / 3美食1房產",inactive,1662,1324,,,,,,944,2000,總經費,41,2.466907,1.255287,325,2025-12-22,2026-01-01
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 / 3室設1房產",inactive,1426,1161,,,,,,912,3000,總經費,37,2.59467,1.228252,320,2025-12-23,2026-01-04
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 / 3科技1房產",inactive,854,766,,,,,,764,2500,總經費,23,2.693208,1.114883,205,2025-12-26,2026-01-08
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 / 3保險1房產",inactive,1427,1279,1,,,,,856,2500,總經費,32,2.242467,1.115715,251,2025-12-26,2026-01-08
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 / 3媒體1房產",inactive,2745,2386,,,1,1412,actions:leadgen.other,1412,2500,總經費,77,2.8051,1.150461,693,2025-12-29,2026-01-06
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 /  3食品1房產",inactive,766,681,,,,,,577,2500,總經費,29,3.785901,1.124816,153,2025-12-29,2026-01-11
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 /  3自營商1房產",inactive,787,766,,,,,,572,2500,總經費,20,2.541296,1.027415,148,2025-12-31,2026-01-12
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 / 3設計1房產",inactive,3097,2506,,,1,1472,actions:leadgen.other,1472,4500,總經費,83,2.680013,1.235834,625,2025-12-31,2026-01-21
2025-10-28,2026-06-01,"30-55 / 北屯北區太平 / 3美股1房產",inactive,1969,1704,1,,,,,1137,4500,總經費,53,2.691722,1.155516,440,2026-01-02,2026-01-21
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 / 3戶外1房產",inactive,785,683,,,,,,708,3000,總經費,17,2.165605,1.149341,142,2026-01-05,2026-01-16
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 / 3社群1房產",inactive,1113,1010,,,,,,640,3000,總經費,24,2.156334,1.10198,199,2026-01-05,2026-01-16
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 / 3文青1房產",inactive,782,687,,,,,,620,3000,總經費,12,1.534527,1.138282,108,2026-01-05,2026-01-16
2025-10-28,2026-06-01,"30-50 / 北屯北區太平 / 3幼教1房產",inactive,1042,906,1,,,,,710,3000,總經費,35,3.358925,1.15011,197,2026-01-05,2026-01-16
2025-10-28,2026-06-01,"30-50 / 北屯西屯潭子 /3投行1房產",inactive,1624,1556,,,,,,660,3000,總經費,23,1.416256,1.043702,284,2026-01-07,2026-01-18
2025-10-28,2026-06-01,"30-50 / 北屯西屯潭子 / 3美業1房產",inactive,973,858,,,,,,765,3000,總經費,21,2.158273,1.134033,198,2026-01-07,2026-01-18
2025-10-28,2026-06-01,"30-50 / 北屯西屯潭子 / 3科技1房產",inactive,1360,1286,,,,,,709,3000,總經費,26,1.911765,1.057543,239,2026-01-07,2026-01-18
2025-10-28,2026-06-01,"30-50 / 北屯西屯潭子 / 3出國1房產",inactive,1677,1558,1,,,,,677,3000,總經費,28,1.669648,1.07638,288,2026-01-07,2026-01-18
